Algorithm,Allocation,Processes,MessageSize,Latency, MinLatency, MaxLatency
Default,socket,14,4,1.03,0.64,1.94
Default,socket,14,8,1.14,0.40,1.61
Default,socket,14,16,1.15,0.40,1.62
Default,socket,14,32,1.51,0.44,2.10
Default,socket,14,64,1.33,0.73,2.36
Default,socket,14,128,2.08,1.08,3.30
Default,socket,14,256,2.13,1.17,3.31
Default,socket,14,512,2.34,1.20,3.67
Default,socket,14,1024,2.99,1.70,4.40
Default,socket,14,2048,3.89,2.20,5.50
Default,socket,14,4096,6.00,2.30,7.72
Default,socket,14,8192,9.16,3.58,11.97
Default,socket,14,16384,17.51,9.24,24.12
Default,socket,14,32768,37.06,12.66,45.67
Default,socket,14,65536,74.97,37.30,86.52
Default,socket,14,131072,151.24,107.60,168.40
Default,socket,14,262144,303.88,253.42,329.66
Default,socket,14,524288,600.55,536.16,641.55
Default,socket,14,1048576,1085.05,846.84,1161.88
Default,socket,16,1,1.41,1.01,1.94
Default,socket,16,2,1.24,0.93,1.70
Default,socket,16,4,1.16,0.83,1.61
Default,socket,16,8,1.16,0.83,1.62
Default,socket,16,16,1.17,0.83,1.63
Default,socket,16,32,1.46,0.93,2.11
Default,socket,16,64,1.42,0.92,2.08
Default,socket,16,128,2.34,1.76,3.38
Default,socket,16,256,2.40,1.79,3.47
Default,socket,16,512,2.60,1.89,3.73
Default,socket,16,1024,3.14,2.29,4.48
Default,socket,16,2048,4.20,3.25,5.97
Default,socket,16,4096,5.67,3.51,7.70
Default,socket,16,8192,8.43,5.31,11.43
Default,socket,16,16384,17.90,9.42,26.68
Default,socket,16,32768,28.55,15.23,41.78
Default,socket,16,65536,52.44,27.84,75.50
Default,socket,16,131072,102.22,53.78,146.12
Default,socket,16,262144,204.84,108.42,290.94
Default,socket,16,524288,405.01,218.16,573.61
Default,socket,16,1048576,370.23,362.77,381.81
Default,socket,18,1,1.50,0.54,2.10
Default,socket,18,2,1.44,0.52,2.02
Default,socket,18,4,1.43,0.52,2.03
Default,socket,18,8,1.43,0.52,2.02
Default,socket,18,16,1.43,0.52,2.02
Default,socket,18,32,1.77,0.60,2.63
Default,socket,18,64,1.66,0.59,2.40
Default,socket,18,128,2.70,0.77,4.01
Default,socket,18,256,2.74,0.84,4.07
Default,socket,18,512,2.92,0.87,4.36
Default,socket,18,1024,3.60,1.19,5.21
Default,socket,18,2048,4.73,1.45,6.84
Default,socket,18,4096,6.49,4.11,8.70
Default,socket,18,8192,9.44,6.22,12.53
Default,socket,18,16384,19.42,10.10,30.02
Default,socket,18,32768,32.17,17.48,49.64
Default,socket,18,65536,58.20,31.91,87.08
Default,socket,18,131072,111.35,61.12,165.71
Default,socket,18,262144,214.15,118.19,314.74
Default,socket,18,524288,412.66,231.80,600.31
Default,socket,18,1048576,522.12,482.97,535.25
Default,socket,20,1,1.73,1.02,2.50
Default,socket,20,2,1.41,0.82,2.10
Default,socket,20,4,1.30,0.73,1.95
Default,socket,20,8,1.29,0.71,1.94
Default,socket,20,16,1.29,0.72,1.94
Default,socket,20,32,1.69,0.85,2.50
Default,socket,20,64,1.56,0.82,2.35
Default,socket,20,128,2.55,1.59,3.90
Default,socket,20,256,2.59,1.59,3.90
Default,socket,20,512,2.81,1.69,4.27
Default,socket,20,1024,3.52,2.26,5.12
Default,socket,20,2048,4.62,3.11,6.71
Default,socket,20,4096,6.39,4.29,8.25
Default,socket,20,8192,9.57,6.79,12.33
Default,socket,20,16384,20.18,10.72,31.00
Default,socket,20,32768,33.50,17.78,51.28
Default,socket,20,65536,58.69,29.87,90.10
Default,socket,20,131072,101.58,51.48,158.65
Default,socket,20,262144,196.09,101.91,299.96
Default,socket,20,524288,408.84,218.85,616.27
Default,socket,20,1048576,525.14,474.65,544.68
Default,socket,22,1,1.35,0.78,2.07
Default,socket,22,2,1.24,0.69,2.01
Default,socket,22,4,1.24,0.68,2.05
Default,socket,22,8,1.24,0.69,2.05
Default,socket,22,16,1.25,0.68,2.04
Default,socket,22,32,1.54,0.80,2.47
Default,socket,22,64,1.49,0.79,2.46
Default,socket,22,128,2.42,1.14,3.84
Default,socket,22,256,2.51,1.25,3.97
Default,socket,22,512,2.70,1.33,4.21
Default,socket,22,1024,3.45,1.73,5.11
Default,socket,22,2048,4.51,2.25,6.86
Default,socket,22,4096,6.31,4.07,8.22
Default,socket,22,8192,9.60,6.39,12.50
Default,socket,22,16384,20.26,10.91,30.34
Default,socket,22,32768,34.20,17.35,51.68
Default,socket,22,65536,61.08,32.01,91.52
Default,socket,22,131072,116.79,60.67,170.18
Default,socket,22,262144,224.03,114.03,326.62
Default,socket,22,524288,439.30,229.16,642.83
Default,socket,22,1048576,504.11,448.83,552.81
Default,socket,24,1,1.31,0.87,2.18
Default,socket,24,2,1.23,0.77,2.10
Default,socket,24,4,1.24,0.80,2.11
Default,socket,24,8,1.23,0.77,2.09
Default,socket,24,16,1.23,0.79,2.10
Default,socket,24,32,1.60,0.88,2.60
Default,socket,24,64,1.53,0.88,2.51
Default,socket,24,128,2.38,1.67,3.73
Default,socket,24,256,2.48,1.74,3.90
Default,socket,24,512,2.70,1.86,4.25
Default,socket,24,1024,3.48,2.52,5.15
Default,socket,24,2048,4.59,3.50,6.76
Default,socket,24,4096,6.48,4.11,8.42
Default,socket,24,8192,9.83,6.41,13.12
Default,socket,24,16384,19.89,10.96,29.79
Default,socket,24,32768,33.94,17.64,51.01
Default,socket,24,65536,63.48,31.66,95.69
Default,socket,24,131072,119.10,59.26,178.79
Default,socket,24,262144,238.42,118.62,353.73
Default,socket,24,524288,460.66,229.64,681.35
Default,socket,24,1048576,490.31,448.75,514.45
Default,socket,26,1,1.15,0.45,3.55
Default,socket,26,2,1.15,0.47,3.53
Default,socket,26,4,1.13,0.44,3.50
Default,socket,26,8,1.13,0.45,3.51
Default,socket,26,16,1.13,0.44,3.50
Default,socket,26,32,1.46,0.70,3.88
Default,socket,26,64,1.40,0.67,3.77
Default,socket,26,128,2.28,1.10,4.84
Default,socket,26,256,2.36,1.26,4.88
Default,socket,26,512,2.59,1.46,5.21
Default,socket,26,1024,3.28,1.87,5.85
Default,socket,26,2048,4.42,2.69,6.99
Default,socket,26,4096,6.73,3.24,9.53
Default,socket,26,8192,9.95,5.68,13.74
Default,socket,26,16384,20.41,9.81,31.72
Default,socket,26,32768,35.21,17.08,52.64
Default,socket,26,65536,65.76,31.64,99.74
Default,socket,26,131072,125.34,61.09,187.07
Default,socket,26,262144,242.54,120.00,360.48
Default,socket,26,524288,465.62,237.50,690.50
Default,socket,26,1048576,469.58,435.47,508.36
Default,socket,28,1,1.03,0.47,2.12
Default,socket,28,2,1.03,0.48,2.14
Default,socket,28,4,1.02,0.48,2.12
Default,socket,28,8,1.02,0.47,2.13
Default,socket,28,16,1.02,0.46,2.12
Default,socket,28,32,1.41,0.80,2.60
Default,socket,28,64,1.36,0.69,2.52
Default,socket,28,128,2.15,1.26,3.82
Default,socket,28,256,2.26,1.25,3.93
Default,socket,28,512,2.52,1.51,4.28
Default,socket,28,1024,3.24,1.89,5.18
Default,socket,28,2048,4.60,2.91,7.08
Default,socket,28,4096,6.63,3.19,10.11
Default,socket,28,8192,10.10,5.64,15.13
Default,socket,28,16384,21.28,9.96,32.83
Default,socket,28,32768,35.60,17.29,53.99
Default,socket,28,65536,66.25,31.37,97.97
Default,socket,28,131072,127.79,60.52,184.69
Default,socket,28,262144,243.21,116.91,352.51
Default,socket,28,524288,472.43,232.37,687.63
Default,socket,28,1048576,483.94,431.62,531.80
Default,socket,30,1,1.05,0.51,3.71
Default,socket,30,2,1.05,0.49,3.70
Default,socket,30,4,1.05,0.49,3.68
Default,socket,30,8,1.05,0.48,3.67
Default,socket,30,16,1.05,0.48,3.67
Default,socket,30,32,1.40,0.77,4.04
Default,socket,30,64,1.45,0.77,4.03
Default,socket,30,128,2.10,1.15,4.98
Default,socket,30,256,2.30,1.33,5.12
Default,socket,30,512,2.51,1.49,5.33
Default,socket,30,1024,3.19,1.99,6.15
Default,socket,30,2048,4.42,2.73,7.27
Default,socket,30,4096,6.61,3.13,10.47
Default,socket,30,8192,10.22,5.64,15.97
Default,socket,30,16384,20.70,10.25,31.42
Default,socket,30,32768,35.57,17.76,53.29
Default,socket,30,65536,65.84,31.85,97.95
Default,socket,30,131072,127.15,59.95,181.11
Default,socket,30,262144,245.10,116.57,349.84
Default,socket,30,524288,482.46,235.15,686.86
Default,socket,30,1048576,593.83,429.88,690.78
Default,socket,32,1,1.75,0.65,4.02
Default,socket,32,2,1.72,0.65,3.81
Default,socket,32,4,1.72,0.64,3.78
Default,socket,32,8,1.73,0.64,3.79
Default,socket,32,16,1.71,0.65,3.77
Default,socket,32,32,2.32,0.89,4.76
Default,socket,32,64,2.31,0.85,5.03
Default,socket,32,128,2.99,1.51,5.70
Default,socket,32,256,3.11,1.58,6.02
Default,socket,32,512,3.42,1.57,6.69
Default,socket,32,1024,3.94,1.89,7.43
Default,socket,32,2048,5.67,3.78,9.52
Default,socket,32,4096,8.11,5.63,12.78
Default,socket,32,8192,12.18,8.53,18.54
Default,socket,32,16384,23.77,11.33,30.68
Default,socket,32,32768,41.85,21.68,52.31
Default,socket,32,65536,84.22,41.43,105.65
Default,socket,32,131072,167.78,79.79,237.18
Default,socket,32,262144,338.66,154.63,490.16
Default,socket,32,524288,671.19,309.71,979.79
Default,socket,32,1048576,1167.94,402.88,1731.28
Default,socket,34,1,3.85,0.67,5.17
Default,socket,34,2,3.78,0.68,5.02
Default,socket,34,4,3.76,0.68,4.94
Default,socket,34,8,3.78,0.68,5.00
Default,socket,34,16,3.75,0.67,4.89
Default,socket,34,32,4.15,0.80,5.69
Default,socket,34,64,4.05,0.74,5.43
Default,socket,34,128,4.92,1.61,6.50
Default,socket,34,256,5.33,1.68,7.17
Default,socket,34,512,5.38,1.74,7.50
Default,socket,34,1024,6.00,2.13,8.40
Default,socket,34,2048,7.60,3.66,11.62
Default,socket,34,4096,10.23,5.55,15.12
Default,socket,34,8192,14.45,8.68,20.81
Default,socket,34,16384,24.63,13.63,31.71
Default,socket,34,32768,39.87,20.58,49.17
Default,socket,34,65536,72.90,34.22,89.64
Default,socket,34,131072,159.28,42.48,239.67
Default,socket,34,262144,311.12,75.10,447.35
Default,socket,34,524288,615.19,139.59,880.18
Default,socket,34,1048576,1103.99,283.98,1611.48
Default,socket,36,1,3.51,0.72,4.92
Default,socket,36,2,3.47,0.74,4.68
Default,socket,36,4,3.47,0.73,4.70
Default,socket,36,8,3.47,0.73,4.68
Default,socket,36,16,3.46,0.72,4.68
Default,socket,36,32,3.94,0.89,5.53
Default,socket,36,64,3.87,0.83,5.31
Default,socket,36,128,4.62,1.65,6.08
Default,socket,36,256,4.95,1.72,6.72
Default,socket,36,512,5.07,1.70,7.03
Default,socket,36,1024,5.66,2.11,7.94
Default,socket,36,2048,7.40,3.73,11.05
Default,socket,36,4096,10.09,5.57,14.93
Default,socket,36,8192,14.38,9.22,21.26
Default,socket,36,16384,24.44,12.62,31.69
Default,socket,36,32768,39.91,22.18,48.73
Default,socket,36,65536,72.71,40.26,88.82
Default,socket,36,131072,158.54,78.11,234.94
Default,socket,36,262144,314.22,143.24,480.74
Default,socket,36,524288,606.28,288.72,870.09
Default,socket,36,1048576,1086.26,421.82,1585.13
Default,socket,38,1,3.33,0.73,4.70
Default,socket,38,2,3.31,0.73,4.61
Default,socket,38,4,3.31,0.74,4.57
Default,socket,38,8,3.29,0.72,4.58
Default,socket,38,16,3.29,0.73,4.55
Default,socket,38,32,3.77,0.90,5.45
Default,socket,38,64,3.79,0.85,5.40
Default,socket,38,128,4.52,1.62,6.11
Default,socket,38,256,4.90,1.75,6.94
Default,socket,38,512,4.94,1.72,7.03
Default,socket,38,1024,5.61,2.12,8.13
Default,socket,38,2048,7.21,3.83,10.73
Default,socket,38,4096,9.88,5.81,14.34
Default,socket,38,8192,14.17,8.89,20.91
Default,socket,38,16384,24.08,11.74,30.86
Default,socket,38,32768,39.98,21.95,48.82
Default,socket,38,65536,73.29,39.91,89.69
Default,socket,38,131072,156.51,78.63,234.55
Default,socket,38,262144,303.27,155.79,439.80
Default,socket,38,524288,599.24,315.63,861.23
Default,socket,38,1048576,1076.03,411.47,1559.18
Default,socket,40,1,3.22,0.72,4.56
Default,socket,40,2,3.17,0.73,4.47
Default,socket,40,4,3.18,0.73,4.48
Default,socket,40,8,3.18,0.73,4.52
Default,socket,40,16,3.18,0.73,4.47
Default,socket,40,32,3.65,0.93,5.31
Default,socket,40,64,3.75,0.87,5.39
Default,socket,40,128,4.42,1.63,6.07
Default,socket,40,256,4.81,1.70,6.94
Default,socket,40,512,4.91,1.72,7.14
Default,socket,40,1024,5.56,2.13,8.19
Default,socket,40,2048,7.12,3.84,10.66
Default,socket,40,4096,9.89,5.80,14.34
Default,socket,40,8192,14.19,8.81,20.97
Default,socket,40,16384,24.68,12.48,31.60
Default,socket,40,32768,40.82,21.96,52.29
Default,socket,40,65536,75.05,40.61,94.10
Default,socket,40,131072,160.78,80.57,239.23
Default,socket,40,262144,319.70,151.13,483.99
Default,socket,40,524288,634.12,292.66,979.11
Default,socket,40,1048576,1108.65,399.90,1753.24
Default,socket,42,1,3.14,0.74,4.64
Default,socket,42,2,3.12,0.73,4.62
Default,socket,42,4,3.12,0.74,4.61
Default,socket,42,8,3.12,0.73,4.62
Default,socket,42,16,3.14,0.74,4.64
Default,socket,42,32,3.57,0.93,5.33
Default,socket,42,64,3.88,0.88,5.72
Default,socket,42,128,4.62,1.66,6.61
Default,socket,42,256,4.55,1.69,6.59
Default,socket,42,512,4.80,1.68,7.10
Default,socket,42,1024,5.55,2.14,8.27
Default,socket,42,2048,6.99,3.84,10.66
Default,socket,42,4096,9.73,5.80,14.31
Default,socket,42,8192,14.13,8.83,21.30
Default,socket,42,16384,24.93,12.06,32.09
Default,socket,42,32768,41.18,21.92,52.68
Default,socket,42,65536,75.77,39.86,97.78
Default,socket,42,131072,158.44,76.50,237.68
Default,socket,42,262144,315.09,155.99,479.91
Default,socket,42,524288,621.92,309.00,956.37
Default,socket,42,1048576,1042.14,369.86,1634.84
Default,socket,44,1,2.95,0.74,4.41
Default,socket,44,2,2.95,0.75,4.41
Default,socket,44,4,2.95,0.76,4.39
Default,socket,44,8,2.93,0.76,4.38
Default,socket,44,16,2.94,0.76,4.38
Default,socket,44,32,3.40,0.96,5.16
Default,socket,44,64,3.59,0.91,5.44
Default,socket,44,128,4.20,1.66,6.21
Default,socket,44,256,4.54,1.64,6.76
Default,socket,44,512,4.69,1.74,7.00
Default,socket,44,1024,5.50,2.17,8.24
Default,socket,44,2048,6.87,3.89,10.15
Default,socket,44,4096,9.61,5.83,13.42
Default,socket,44,8192,14.05,8.92,19.61
Default,socket,44,16384,24.83,11.96,31.61
Default,socket,44,32768,41.58,21.83,54.37
Default,socket,44,65536,76.85,40.11,99.95
Default,socket,44,131072,161.28,76.84,235.43
Default,socket,44,262144,312.04,144.03,469.65
Default,socket,44,524288,603.18,297.08,916.32
Default,socket,44,1048576,1091.82,463.98,1662.47
Default,socket,46,1,2.88,0.69,4.57
Default,socket,46,2,2.87,0.70,4.57
Default,socket,46,4,3.00,0.70,4.72
Default,socket,46,8,2.86,0.70,4.58
Default,socket,46,16,2.86,0.70,4.59
Default,socket,46,32,3.28,0.90,5.29
Default,socket,46,64,3.52,0.86,5.58
Default,socket,46,128,4.36,1.68,6.73
Default,socket,46,256,4.36,1.64,6.59
Default,socket,46,512,4.68,1.74,7.19
Default,socket,46,1024,5.55,2.19,8.48
Default,socket,46,2048,6.79,3.90,10.24
Default,socket,46,4096,9.62,5.89,13.60
Default,socket,46,8192,13.98,9.02,19.75
Default,socket,46,16384,25.26,12.00,32.15
Default,socket,46,32768,42.67,21.87,56.68
Default,socket,46,65536,78.20,40.04,106.23
Default,socket,46,131072,163.21,75.08,237.66
Default,socket,46,262144,324.13,149.32,481.97
Default,socket,46,524288,631.88,297.68,906.79
Default,socket,46,1048576,1101.28,373.91,1576.73
Default,socket,48,1,2.81,0.73,4.44
Default,socket,48,2,2.82,0.73,4.47
Default,socket,48,4,2.80,0.71,4.45
Default,socket,48,8,2.80,0.71,4.45
Default,socket,48,16,2.81,0.72,4.45
Default,socket,48,32,3.26,0.91,5.20
Default,socket,48,64,3.47,0.86,5.41
Default,socket,48,128,4.21,1.61,6.49
Default,socket,48,256,4.46,1.71,6.69
Default,socket,48,512,4.65,1.71,7.08
Default,socket,48,1024,5.60,2.13,8.69
Default,socket,48,2048,6.76,3.91,10.20
Default,socket,48,4096,9.58,5.83,13.72
Default,socket,48,8192,13.97,8.92,20.21
Default,socket,48,16384,25.64,12.83,33.14
Default,socket,48,32768,42.69,21.95,56.96
Default,socket,48,65536,79.35,40.23,104.86
Default,socket,48,131072,163.72,77.62,233.99
Default,socket,48,262144,327.46,154.51,482.90
Default,socket,48,524288,638.84,307.46,970.98
Default,socket,48,1048576,1129.61,403.22,1750.81
Default,node,2,1,1.03,0.12,1.94
Default,node,2,2,1.01,0.10,1.91
Default,node,2,4,1.02,0.12,1.93
Default,node,2,8,1.01,0.10,1.92
Default,node,2,16,1.01,0.10,1.93
Default,node,2,32,1.04,0.10,1.97
Default,node,2,64,1.28,0.12,2.45
Default,node,2,128,1.13,0.12,2.13
Default,node,2,256,1.25,0.14,2.36
Default,node,2,512,1.29,0.16,2.41
Default,node,2,1024,1.40,0.20,2.60
Default,node,2,2048,1.77,0.25,3.29
Default,node,2,4096,3.15,3.03,3.27
Default,node,2,8192,4.00,3.93,4.08
Default,node,2,16384,5.53,5.36,5.71
Default,node,2,32768,8.24,8.12,8.36
Default,node,2,65536,11.87,10.93,12.81
Default,node,2,131072,17.25,16.28,18.22
Default,node,2,262144,28.01,27.06,28.96
Default,node,2,524288,49.98,49.01,50.95
Default,node,2,1048576,93.79,92.84,94.74
Default,node,4,1,0.38,0.25,0.54
Default,node,4,2,0.33,0.22,0.48
Default,node,4,4,0.33,0.22,0.49
Default,node,4,8,0.33,0.22,0.48
Default,node,4,16,0.33,0.22,0.50
Default,node,4,32,0.56,0.24,0.96
Default,node,4,64,0.67,0.23,1.10
Default,node,4,128,0.78,0.29,1.14
Default,node,4,256,1.01,0.46,1.44
Default,node,4,512,1.15,0.58,1.67
Default,node,4,1024,1.42,0.68,2.08
Default,node,4,2048,2.02,0.76,3.21
Default,node,4,4096,3.16,1.33,4.88
Default,node,4,8192,5.07,3.46,7.72
Default,node,4,16384,5.78,4.71,7.37
Default,node,4,32768,9.57,7.82,12.58
Default,node,4,65536,14.81,11.74,20.38
Default,node,4,131072,24.63,15.05,31.31
Default,node,4,262144,43.71,22.69,53.12
Default,node,4,524288,84.08,41.63,100.75
Default,node,4,1048576,211.61,95.32,282.81
Default,node,6,1,0.70,0.24,0.95
Default,node,6,2,0.69,0.24,0.94
Default,node,6,4,0.69,0.24,0.95
Default,node,6,8,0.69,0.24,0.94
Default,node,6,16,0.69,0.24,0.94
Default,node,6,32,1.09,0.25,1.56
Default,node,6,64,0.90,0.45,1.31
Default,node,6,128,1.36,0.32,2.18
Default,node,6,256,1.61,0.45,2.35
Default,node,6,512,1.79,0.59,2.74
Default,node,6,1024,2.15,0.69,3.14
Default,node,6,2048,2.71,1.55,3.54
Default,node,6,4096,4.12,2.37,5.42
Default,node,6,8192,6.22,4.08,8.69
Default,node,6,16384,7.34,6.29,8.19
Default,node,6,32768,11.78,8.05,13.83
Default,node,6,65536,19.25,12.10,23.00
Default,node,6,131072,33.20,20.80,40.40
Default,node,6,262144,62.94,39.39,75.70
Default,node,6,524288,119.91,67.71,145.21
Default,node,6,1048576,314.59,95.72,471.50
Default,node,8,1,1.67,0.53,2.92
Default,node,8,2,1.62,0.50,2.88
Default,node,8,4,1.62,0.50,2.87
Default,node,8,8,1.76,0.32,2.72
Default,node,8,16,1.77,0.31,2.74
Default,node,8,32,2.03,0.32,3.07
Default,node,8,64,2.01,0.55,3.44
Default,node,8,128,2.20,0.94,3.74
Default,node,8,256,2.69,1.15,4.80
Default,node,8,512,2.85,1.25,4.98
Default,node,8,1024,3.24,1.49,5.57
Default,node,8,2048,4.22,2.14,6.93
Default,node,8,4096,6.45,1.43,8.74
Default,node,8,8192,9.56,2.66,12.73
Default,node,8,16384,15.12,7.36,22.68
Default,node,8,32768,14.85,9.51,20.19
Default,node,8,65536,24.06,13.76,32.80
Default,node,8,131072,39.61,21.69,57.18
Default,node,8,262144,86.28,65.05,97.93
Default,node,8,524288,173.30,145.99,189.40
Default,node,8,1048576,349.26,306.80,371.87
Default,node,10,1,1.89,0.44,3.37
Default,node,10,2,1.88,0.45,3.35
Default,node,10,4,1.87,0.44,3.33
Default,node,10,8,1.98,0.29,2.87
Default,node,10,16,2.00,0.29,2.92
Default,node,10,32,2.32,0.31,3.17
Default,node,10,64,2.21,0.53,3.85
Default,node,10,128,2.44,0.70,4.22
Default,node,10,256,2.86,0.78,5.14
Default,node,10,512,2.98,0.84,5.36
Default,node,10,1024,3.42,1.12,5.91
Default,node,10,2048,4.41,1.58,7.37
Default,node,10,4096,6.44,1.40,8.32
Default,node,10,8192,9.54,2.93,12.86
Default,node,10,16384,16.44,8.21,23.95
Default,node,10,32768,14.99,9.47,20.70
Default,node,10,65536,25.57,13.97,35.55
Default,node,10,131072,45.16,20.33,62.38
Default,node,10,262144,112.95,95.79,122.66
Default,node,10,524288,222.84,202.45,236.56
Default,node,10,1048576,413.31,375.02,435.91
Default,node,12,1,1.82,0.56,3.29
Default,node,12,2,1.77,0.55,3.24
Default,node,12,4,1.76,0.55,3.21
Default,node,12,8,1.92,0.30,2.89
Default,node,12,16,1.92,0.30,2.90
Default,node,12,32,2.18,0.31,3.03
Default,node,12,64,2.28,0.59,4.03
Default,node,12,128,2.66,1.05,4.54
Default,node,12,256,2.97,1.24,5.20
Default,node,12,512,3.14,1.34,5.47
Default,node,12,1024,3.62,1.68,6.01
Default,node,12,2048,4.57,2.34,7.23
Default,node,12,4096,7.58,1.69,9.34
Default,node,12,8192,10.62,3.04,12.70
Default,node,12,16384,17.55,9.36,25.23
Default,node,12,32768,16.21,8.08,25.58
Default,node,12,65536,28.23,12.91,42.85
Default,node,12,131072,50.94,20.46,77.13
Default,node,12,262144,130.94,115.04,142.84
Default,node,12,524288,258.38,238.48,276.03
Default,node,12,1048576,494.39,420.65,523.50
Default,node,14,1,1.80,0.53,3.37
Default,node,14,2,1.80,0.53,3.37
Default,node,14,4,1.78,0.52,3.34
Default,node,14,8,1.91,0.28,2.94
Default,node,14,16,1.91,0.28,2.94
Default,node,14,32,2.28,0.29,3.31
Default,node,14,64,2.25,0.66,4.13
Default,node,14,128,2.67,0.95,4.70
Default,node,14,256,2.95,1.00,5.35
Default,node,14,512,3.14,1.07,5.53
Default,node,14,1024,3.62,1.39,6.14
Default,node,14,2048,4.57,1.91,7.39
Default,node,14,4096,7.47,1.71,9.18
Default,node,14,8192,10.68,3.04,13.43
Default,node,14,16384,18.01,8.17,24.33
Default,node,14,32768,17.46,8.69,26.09
Default,node,14,65536,29.93,13.61,45.66
Default,node,14,131072,57.44,20.21,82.96
Default,node,14,262144,154.46,133.38,170.20
Default,node,14,524288,311.37,283.01,342.15
Default,node,14,1048576,576.24,474.18,611.83
Default,node,16,1,1.92,0.76,3.24
Default,node,16,2,1.89,0.73,3.23
Default,node,16,4,1.88,0.72,3.20
Default,node,16,8,1.88,0.73,3.21
Default,node,16,16,1.89,0.74,3.21
Default,node,16,32,2.03,0.81,3.36
Default,node,16,64,2.31,0.82,3.80
Default,node,16,128,2.64,1.37,4.38
Default,node,16,256,3.11,1.53,5.39
Default,node,16,512,3.24,1.63,5.52
Default,node,16,1024,3.74,1.90,6.29
Default,node,16,2048,4.85,2.65,7.83
Default,node,16,4096,7.00,3.08,10.92
Default,node,16,8192,9.99,4.86,14.94
Default,node,16,16384,19.02,9.09,27.84
Default,node,16,32768,29.37,15.30,42.34
Default,node,16,65536,53.01,29.28,73.56
Default,node,16,131072,101.04,58.44,135.87
Default,node,16,262144,181.12,102.39,244.64
Default,node,16,524288,354.75,205.28,473.59
Default,node,16,1048576,429.33,423.22,444.63
Default,node,18,1,2.25,0.41,3.73
Default,node,18,2,2.21,0.40,3.69
Default,node,18,4,2.22,0.40,3.68
Default,node,18,8,2.21,0.40,3.68
Default,node,18,16,2.23,0.40,3.70
Default,node,18,32,2.40,0.48,3.92
Default,node,18,64,2.63,0.46,4.31
Default,node,18,128,2.97,0.53,4.91
Default,node,18,256,3.45,0.57,5.96
Default,node,18,512,3.55,0.63,6.08
Default,node,18,1024,4.12,0.81,6.87
Default,node,18,2048,5.33,1.15,8.63
Default,node,18,4096,7.63,3.80,11.67
Default,node,18,8192,10.51,5.72,15.62
Default,node,18,16384,19.82,10.12,30.77
Default,node,18,32768,30.22,17.27,46.33
Default,node,18,65536,52.55,29.42,80.11
Default,node,18,131072,93.97,51.59,140.45
Default,node,18,262144,168.05,93.17,255.16
Default,node,18,524288,336.64,198.10,488.42
Default,node,18,1048576,581.20,521.66,599.20
Default,node,20,1,2.19,0.77,3.73
Default,node,20,2,2.12,0.75,3.63
Default,node,20,4,2.12,0.75,3.61
Default,node,20,8,2.11,0.76,3.60
Default,node,20,16,2.11,0.74,3.60
Default,node,20,32,2.34,0.91,3.81
Default,node,20,64,2.55,0.86,4.26
Default,node,20,128,2.94,1.34,4.93
Default,node,20,256,3.39,1.51,5.88
Default,node,20,512,3.58,1.67,6.14
Default,node,20,1024,4.15,1.96,6.95
Default,node,20,2048,5.36,2.63,8.73
Default,node,20,4096,7.85,3.91,11.60
Default,node,20,8192,10.80,5.89,15.46
Default,node,20,16384,21.06,10.87,31.32
Default,node,20,32768,32.68,18.09,48.06
Default,node,20,65536,58.15,32.75,85.13
Default,node,20,131072,109.00,61.53,157.25
Default,node,20,262144,194.68,103.21,287.56
Default,node,20,524288,382.19,205.22,560.43
Default,node,20,1048576,534.51,491.95,558.11
Default,node,22,1,2.08,0.63,3.63
Default,node,22,2,2.03,0.58,3.57
Default,node,22,4,2.00,0.58,3.52
Default,node,22,8,2.04,0.59,3.58
Default,node,22,16,2.02,0.60,3.55
Default,node,22,32,2.26,0.77,3.86
Default,node,22,64,2.42,0.73,4.17
Default,node,22,128,2.87,0.91,4.98
Default,node,22,256,3.29,1.01,5.83
Default,node,22,512,3.49,1.16,6.07
Default,node,22,1024,4.10,1.43,6.89
Default,node,22,2048,5.34,2.05,8.78
Default,node,22,4096,7.41,3.76,10.84
Default,node,22,8192,10.56,5.65,15.16
Default,node,22,16384,20.57,9.90,30.60
Default,node,22,32768,32.00,16.45,47.15
Default,node,22,65536,58.00,30.91,84.19
Default,node,22,131072,108.34,60.32,151.90
Default,node,22,262144,191.37,101.20,275.05
Default,node,22,524288,359.14,194.14,521.80
Default,node,22,1048576,513.34,466.01,551.67
Default,node,24,1,2.06,0.74,3.65
Default,node,24,2,2.04,0.73,3.61
Default,node,24,4,2.03,0.73,3.62
Default,node,24,8,2.04,0.73,3.62
Default,node,24,16,2.02,0.71,3.60
Default,node,24,32,2.21,0.90,3.77
Default,node,24,64,2.48,0.83,4.29
Default,node,24,128,2.93,1.38,5.02
Default,node,24,256,3.37,1.61,6.00
Default,node,24,512,3.61,1.72,6.32
Default,node,24,1024,4.21,2.13,7.15
Default,node,24,2048,5.54,2.96,9.08
Default,node,24,4096,7.66,3.82,11.37
Default,node,24,8192,10.82,5.71,16.12
Default,node,24,16384,21.31,10.17,32.01
Default,node,24,32768,33.78,17.27,49.68
Default,node,24,65536,62.02,32.05,90.17
Default,node,24,131072,115.79,62.83,165.40
Default,node,24,262144,206.96,107.27,300.85
Default,node,24,524288,402.22,213.41,570.98
Default,node,24,1048576,482.03,449.10,506.76
