Algorithm,Allocation,Processes,MessageSize,Latency, MinLatency, MaxLatency
Default,node,26,1,1.92,0.64,3.51
Default,node,26,2,1.90,0.62,3.50
Default,node,26,4,1.89,0.61,3.49
Default,node,26,8,1.90,0.63,3.51
Default,node,26,16,1.90,0.61,3.51
Default,node,26,32,2.12,0.84,3.74
Default,node,26,64,2.39,0.74,4.28
Default,node,26,128,2.89,1.05,5.15
Default,node,26,256,3.29,1.18,6.04
Default,node,26,512,3.46,1.26,6.30
Default,node,26,1024,4.15,1.66,7.13
Default,node,26,2048,5.60,2.54,9.49
Default,node,26,4096,7.72,3.87,11.53
Default,node,26,8192,10.94,5.84,16.14
Default,node,26,16384,21.48,10.23,31.94
Default,node,26,32768,34.12,17.62,50.50
Default,node,26,65536,61.92,33.20,90.58
Default,node,26,131072,108.22,55.05,159.06
Default,node,26,262144,207.17,107.05,301.29
Default,node,26,524288,404.58,213.19,584.14
Default,node,26,1048576,471.86,436.54,500.38
Default,node,28,1,1.96,0.65,3.70
Default,node,28,2,1.92,0.62,3.62
Default,node,28,4,1.91,0.62,3.60
Default,node,28,8,1.92,0.62,3.61
Default,node,28,16,1.92,0.63,3.61
Default,node,28,32,2.12,0.86,3.73
Default,node,28,64,2.47,0.81,4.43
Default,node,28,128,2.98,1.32,5.22
Default,node,28,256,3.34,1.48,6.10
Default,node,28,512,3.55,1.60,6.36
Default,node,28,1024,4.27,2.00,7.25
Default,node,28,2048,5.61,2.83,9.33
Default,node,28,4096,7.94,3.87,11.62
Default,node,28,8192,11.14,5.81,16.08
Default,node,28,16384,22.26,9.90,31.67
Default,node,28,32768,35.07,17.25,50.31
Default,node,28,65536,63.07,32.08,90.41
Default,node,28,131072,111.65,53.84,163.41
Default,node,28,262144,214.40,105.72,309.74
Default,node,28,524288,419.63,210.90,598.97
Default,node,28,1048576,445.25,423.35,484.75
Default,node,30,1,1.89,0.65,3.56
Default,node,30,2,1.89,0.62,3.57
Default,node,30,4,1.89,0.63,3.55
Default,node,30,8,1.89,0.62,3.56
Default,node,30,16,1.89,0.63,3.55
Default,node,30,32,2.13,0.88,3.87
Default,node,30,64,2.43,0.78,4.44
Default,node,30,128,2.96,1.28,5.30
Default,node,30,256,3.32,1.40,6.14
Default,node,30,512,3.50,1.48,6.34
Default,node,30,1024,4.20,1.93,7.25
Default,node,30,2048,5.64,2.82,9.40
Default,node,30,4096,7.83,3.82,11.33
Default,node,30,8192,11.10,5.70,15.84
Default,node,30,16384,22.17,10.00,31.87
Default,node,30,32768,35.03,16.51,50.19
Default,node,30,65536,62.84,31.10,89.22
Default,node,30,131072,112.36,53.29,159.38
Default,node,30,262144,217.47,106.01,307.24
Default,node,30,524288,425.84,212.49,591.93
Default,node,30,1048576,431.90,415.47,492.23
Default,node,32,1,2.12,0.64,3.60
Default,node,32,2,2.10,0.63,3.58
Default,node,32,4,2.11,0.64,3.60
Default,node,32,8,2.11,0.63,3.58
Default,node,32,16,2.10,0.64,3.57
Default,node,32,32,2.52,0.83,4.31
Default,node,32,64,2.87,0.65,5.56
Default,node,32,128,3.27,1.35,5.34
Default,node,32,256,3.54,1.58,5.67
Default,node,32,512,3.80,1.56,6.29
Default,node,32,1024,4.42,1.87,7.20
Default,node,32,2048,6.08,3.41,9.70
Default,node,32,4096,8.82,5.17,13.94
Default,node,32,8192,13.15,7.67,21.28
Default,node,32,16384,25.25,9.21,36.84
Default,node,32,32768,42.64,10.87,64.34
Default,node,32,65536,79.35,15.24,119.56
Default,node,32,131072,155.76,24.90,227.47
Default,node,32,262144,305.32,46.57,442.23
Default,node,32,524288,596.02,89.19,862.45
Default,node,32,1048576,1042.33,174.64,1553.27
Default,node,34,1,2.55,0.67,4.15
Default,node,34,2,2.54,0.68,4.15
Default,node,34,4,2.54,0.68,4.16
Default,node,34,8,2.53,0.67,4.14
Default,node,34,16,2.53,0.68,4.15
Default,node,34,32,2.93,0.75,5.03
Default,node,34,64,3.28,0.74,6.12
Default,node,34,128,3.72,1.50,5.94
Default,node,34,256,3.99,1.71,6.31
Default,node,34,512,4.20,1.71,6.75
Default,node,34,1024,5.22,2.24,8.38
Default,node,34,2048,6.39,1.58,10.02
Default,node,34,4096,9.24,2.39,14.88
Default,node,34,8192,13.63,3.48,22.18
Default,node,34,16384,25.32,7.87,37.94
Default,node,34,32768,42.38,10.67,65.63
Default,node,34,65536,78.10,14.93,120.83
Default,node,34,131072,153.44,24.87,229.69
Default,node,34,262144,304.30,46.44,450.39
Default,node,34,524288,605.94,88.94,889.42
Default,node,34,1048576,1128.85,174.62,1685.13
Default,node,36,1,2.53,0.66,4.19
Default,node,36,2,2.47,0.66,4.06
Default,node,36,4,2.46,0.66,4.03
Default,node,36,8,2.46,0.65,4.05
Default,node,36,16,2.46,0.65,4.06
Default,node,36,32,2.89,0.75,4.89
Default,node,36,64,3.18,0.71,5.75
Default,node,36,128,3.67,1.46,5.83
Default,node,36,256,3.91,1.61,6.22
Default,node,36,512,4.11,1.60,6.68
Default,node,36,1024,5.15,2.30,8.08
Default,node,36,2048,6.37,3.15,10.03
Default,node,36,4096,9.40,4.99,15.15
Default,node,36,8192,14.09,7.23,22.85
Default,node,36,16384,26.59,9.20,39.60
Default,node,36,32768,45.73,10.94,69.21
Default,node,36,65536,86.69,15.14,131.26
Default,node,36,131072,169.46,24.55,246.00
Default,node,36,262144,335.73,45.92,485.25
Default,node,36,524288,671.33,88.52,960.55
Default,node,36,1048576,1202.06,174.37,1750.36
Default,node,38,1,2.40,0.65,4.01
Default,node,38,2,2.40,0.65,3.99
Default,node,38,4,2.41,0.66,4.03
Default,node,38,8,2.38,0.65,3.97
Default,node,38,16,2.40,0.65,4.02
Default,node,38,32,2.79,0.76,4.86
Default,node,38,64,3.08,0.72,5.73
Default,node,38,128,3.60,1.46,5.86
Default,node,38,256,3.89,1.71,6.21
Default,node,38,512,4.11,1.76,6.66
Default,node,38,1024,5.12,2.28,8.14
Default,node,38,2048,6.50,2.54,10.47
Default,node,38,4096,9.46,3.92,15.60
Default,node,38,8192,14.68,5.70,23.74
Default,node,38,16384,27.40,9.47,41.33
Default,node,38,32768,47.43,11.08,73.00
Default,node,38,65536,90.03,15.28,137.99
Default,node,38,131072,171.61,24.82,253.66
Default,node,38,262144,349.50,46.27,503.90
Default,node,38,524288,701.27,88.92,998.19
Default,node,38,1048576,1394.68,174.33,1957.82
Default,node,40,1,2.39,0.67,4.00
Default,node,40,2,2.37,0.66,3.96
Default,node,40,4,2.37,0.67,3.96
Default,node,40,8,2.36,0.66,3.95
Default,node,40,16,2.38,0.67,3.98
Default,node,40,32,2.77,0.75,4.81
Default,node,40,64,3.00,0.72,5.38
Default,node,40,128,3.56,1.45,5.78
Default,node,40,256,3.77,1.59,6.07
Default,node,40,512,4.35,1.66,7.10
Default,node,40,1024,4.83,2.27,7.51
Default,node,40,2048,6.46,3.46,10.48
Default,node,40,4096,9.68,5.36,15.89
Default,node,40,8192,15.34,7.72,24.60
Default,node,40,16384,27.05,9.15,41.29
Default,node,40,32768,48.10,10.94,74.80
Default,node,40,65536,91.02,15.00,141.16
Default,node,40,131072,177.10,25.04,264.71
Default,node,40,262144,360.48,46.38,524.92
Default,node,40,524288,702.85,89.13,1020.73
Default,node,40,1048576,1392.74,174.38,1999.07
Default,node,42,1,2.36,0.67,4.06
Default,node,42,2,2.36,0.68,4.06
Default,node,42,4,2.37,0.67,4.08
Default,node,42,8,2.49,0.68,4.17
Default,node,42,16,2.39,0.69,4.11
Default,node,42,32,2.82,0.76,5.06
Default,node,42,64,2.96,0.71,5.45
Default,node,42,128,3.50,1.45,5.74
Default,node,42,256,3.80,1.60,6.27
Default,node,42,512,4.29,1.73,7.23
Default,node,42,1024,4.79,2.22,7.58
Default,node,42,2048,6.62,2.86,11.03
Default,node,42,4096,9.80,4.47,16.19
Default,node,42,8192,15.55,6.90,25.09
Default,node,42,16384,27.66,9.44,42.65
Default,node,42,32768,49.50,11.17,77.47
Default,node,42,65536,93.75,14.96,146.51
Default,node,42,131072,185.29,24.81,274.22
Default,node,42,262144,375.81,46.46,545.25
Default,node,42,524288,761.00,88.92,1088.22
Default,node,42,1048576,1513.51,174.42,2135.10
Default,node,44,1,2.36,0.66,4.10
Default,node,44,2,2.32,0.66,3.96
Default,node,44,4,2.35,0.66,4.03
Default,node,44,8,2.32,0.66,3.96
Default,node,44,16,2.44,0.66,4.17
Default,node,44,32,2.71,0.74,4.81
Default,node,44,64,2.97,0.71,5.46
Default,node,44,128,3.53,1.42,5.87
Default,node,44,256,3.75,1.61,6.09
Default,node,44,512,4.42,1.70,7.27
Default,node,44,1024,4.80,2.19,7.55
Default,node,44,2048,6.64,3.52,10.99
Default,node,44,4096,10.06,5.56,16.58
Default,node,44,8192,16.14,8.14,25.98
Default,node,44,16384,27.93,9.03,42.60
Default,node,44,32768,50.23,10.98,78.35
Default,node,44,65536,96.59,15.04,151.29
Default,node,44,131072,190.08,24.85,284.36
Default,node,44,262144,384.06,46.26,563.79
Default,node,44,524288,777.65,89.05,1124.61
Default,node,44,1048576,1466.06,174.47,2127.75
Default,node,46,1,2.35,0.65,4.08
Default,node,46,2,2.35,0.68,4.09
Default,node,46,4,2.36,0.68,4.14
Default,node,46,8,2.34,0.67,4.08
Default,node,46,16,2.36,0.67,4.13
Default,node,46,32,2.71,0.74,4.84
Default,node,46,64,2.91,0.72,5.26
Default,node,46,128,3.54,1.43,5.90
Default,node,46,256,3.74,1.60,6.12
Default,node,46,512,4.36,1.70,7.17
Default,node,46,1024,4.77,2.22,7.43
Default,node,46,2048,6.45,3.27,10.77
Default,node,46,4096,9.90,5.22,16.53
Default,node,46,8192,16.15,7.78,26.31
Default,node,46,16384,28.75,9.03,44.07
Default,node,46,32768,51.74,10.81,81.65
Default,node,46,65536,97.97,14.99,155.41
Default,node,46,131072,198.15,24.95,294.38
Default,node,46,262144,405.28,46.68,590.12
Default,node,46,524288,824.55,89.44,1182.67
Default,node,46,1048576,1559.57,175.09,2238.96
Default,node,48,1,2.29,0.67,3.90
Default,node,48,2,2.26,0.68,3.84
Default,node,48,4,2.26,0.68,3.83
Default,node,48,8,2.26,0.70,3.83
Default,node,48,16,2.28,0.69,3.87
Default,node,48,32,2.70,0.79,4.68
Default,node,48,64,2.95,0.72,5.31
Default,node,48,128,3.56,1.42,5.78
Default,node,48,256,3.78,1.62,6.03
Default,node,48,512,4.47,1.67,7.41
Default,node,48,1024,4.86,2.18,7.52
Default,node,48,2048,6.83,3.68,11.39
Default,node,48,4096,10.43,5.63,17.12
Default,node,48,8192,16.85,8.12,27.25
Default,node,48,16384,29.39,9.06,45.66
Default,node,48,32768,53.53,10.98,84.60
Default,node,48,65536,102.78,15.35,162.36
Default,node,48,131072,207.66,25.15,307.97
Default,node,48,262144,418.14,46.63,612.81
Default,node,48,524288,848.36,89.19,1225.40
Default,node,48,1048576,1692.81,174.63,2411.75
