Algorithm,Allocation,Processes,MessageSize,Latency,MinLatency,MaxLatency
BinaryTree,socket,4,4096,3.39,2.16,4.32
BinaryTree,socket,4,8192,5.28,3.47,6.79
BinaryTree,socket,4,16384,9.26,6.58,11.74
BinaryTree,socket,4,32768,15.08,10.71,19.03
BinaryTree,socket,4,65536,22.61,16.27,28.23
BinaryTree,socket,4,131072,38.65,29.08,47.26
BinaryTree,socket,4,262144,68.54,52.51,82.99
BinaryTree,socket,4,524288,123.13,94.88,149.02
BinaryTree,socket,4,1048576,250.28,191.10,302.07
BinaryTree,socket,6,1,0.85,0.37,1.21
BinaryTree,socket,6,2,0.83,0.37,1.20
BinaryTree,socket,6,4,0.82,0.37,1.19
BinaryTree,socket,6,8,0.82,0.36,1.18
BinaryTree,socket,6,16,0.82,0.37,1.18
BinaryTree,socket,6,32,1.01,0.40,1.42
BinaryTree,socket,6,64,1.02,0.42,1.45
BinaryTree,socket,6,128,1.51,0.75,2.04
BinaryTree,socket,6,256,1.58,0.77,2.14
BinaryTree,socket,6,512,1.73,0.81,2.33
BinaryTree,socket,6,1024,2.07,0.98,2.66
BinaryTree,socket,6,2048,3.06,1.63,3.65
BinaryTree,socket,6,4096,4.24,2.18,5.17
BinaryTree,socket,6,8192,6.62,3.52,8.12
BinaryTree,socket,6,16384,11.27,7.40,13.03
BinaryTree,socket,6,32768,17.75,11.91,20.52
BinaryTree,socket,6,65536,30.05,20.45,34.29
BinaryTree,socket,6,131072,55.94,38.80,63.25
BinaryTree,socket,6,262144,104.83,72.62,118.97
BinaryTree,socket,6,524288,201.40,138.97,227.94
BinaryTree,socket,6,1048576,382.53,264.75,427.71
BinaryTree,socket,8,1,1.02,0.50,1.36
BinaryTree,socket,8,2,0.96,0.47,1.30
BinaryTree,socket,8,4,0.93,0.44,1.27
BinaryTree,socket,8,8,0.94,0.43,1.30
BinaryTree,socket,8,16,0.92,0.45,1.25
BinaryTree,socket,8,32,1.24,0.52,1.85
BinaryTree,socket,8,64,1.25,0.53,1.81
BinaryTree,socket,8,128,1.76,0.94,2.28
BinaryTree,socket,8,256,1.78,0.94,2.33
BinaryTree,socket,8,512,2.03,0.96,2.83
BinaryTree,socket,8,1024,2.34,1.08,3.15
BinaryTree,socket,8,2048,3.47,1.71,4.53
BinaryTree,socket,8,4096,4.62,2.21,6.03
BinaryTree,socket,8,8192,7.31,3.54,9.44
BinaryTree,socket,8,16384,13.29,7.74,17.42
BinaryTree,socket,8,32768,20.53,12.11,25.97
BinaryTree,socket,8,65536,34.89,20.68,43.26
BinaryTree,socket,8,131072,65.50,39.49,79.88
BinaryTree,socket,8,262144,123.21,74.65,149.96
BinaryTree,socket,8,524288,239.53,146.42,291.53
BinaryTree,socket,8,1048576,451.43,275.68,552.86
BinaryTree,socket,10,1,1.35,0.45,1.68
BinaryTree,socket,10,2,1.23,0.42,1.54
BinaryTree,socket,10,4,1.18,0.40,1.51
BinaryTree,socket,10,8,1.19,0.40,1.51
BinaryTree,socket,10,16,1.18,0.40,1.49
BinaryTree,socket,10,32,1.49,0.43,1.93
BinaryTree,socket,10,64,1.47,0.41,1.98
BinaryTree,socket,10,128,2.04,0.79,2.57
BinaryTree,socket,10,256,2.11,0.83,2.65
BinaryTree,socket,10,512,2.30,0.84,2.94
BinaryTree,socket,10,1024,2.83,1.13,3.56
BinaryTree,socket,10,2048,3.88,1.65,4.83
BinaryTree,socket,10,4096,5.33,2.20,6.69
BinaryTree,socket,10,8192,8.08,3.47,10.36
BinaryTree,socket,10,16384,15.49,7.89,18.37
BinaryTree,socket,10,32768,23.18,11.93,26.96
BinaryTree,socket,10,65536,40.09,21.71,46.34
BinaryTree,socket,10,131072,74.35,40.03,84.20
BinaryTree,socket,10,262144,140.38,75.79,161.02
BinaryTree,socket,10,524288,270.36,146.50,309.39
BinaryTree,socket,10,1048576,482.22,257.07,561.56
BinaryTree,socket,12,1,1.25,0.41,1.68
BinaryTree,socket,12,2,1.21,0.41,1.63
BinaryTree,socket,12,4,1.18,0.40,1.59
BinaryTree,socket,12,8,1.18,0.40,1.59
BinaryTree,socket,12,16,1.19,0.40,1.60
BinaryTree,socket,12,32,1.50,0.44,2.02
BinaryTree,socket,12,64,1.45,0.41,1.99
BinaryTree,socket,12,128,2.08,0.85,2.61
BinaryTree,socket,12,256,2.16,0.88,2.70
BinaryTree,socket,12,512,2.34,0.91,2.99
BinaryTree,socket,12,1024,2.93,1.15,3.60
BinaryTree,socket,12,2048,4.00,1.71,4.84
BinaryTree,socket,12,4096,5.49,2.22,6.60
BinaryTree,socket,12,8192,8.41,3.49,10.35
BinaryTree,socket,12,16384,17.57,8.39,20.64
BinaryTree,socket,12,32768,26.06,12.45,30.50
BinaryTree,socket,12,65536,44.73,21.81,52.27
BinaryTree,socket,12,131072,82.31,41.30,95.10
BinaryTree,socket,12,262144,153.51,78.77,176.10
BinaryTree,socket,12,524288,296.85,153.52,339.66
BinaryTree,socket,12,1048576,540.16,264.90,621.08
BinaryTree,socket,14,1,1.32,0.41,2.04
BinaryTree,socket,14,2,1.18,0.41,1.72
BinaryTree,socket,14,4,1.14,0.40,1.64
BinaryTree,socket,14,8,1.15,0.40,1.64
BinaryTree,socket,14,16,1.14,0.40,1.64
BinaryTree,socket,14,32,1.51,0.44,2.17
BinaryTree,socket,14,64,1.45,0.41,2.10
BinaryTree,socket,14,128,2.13,0.84,2.77
BinaryTree,socket,14,256,2.18,0.86,2.79
BinaryTree,socket,14,512,2.37,0.90,3.12
BinaryTree,socket,14,1024,3.01,1.13,3.97
BinaryTree,socket,14,2048,4.16,1.69,5.41
BinaryTree,socket,14,4096,5.77,2.23,7.37
BinaryTree,socket,14,8192,8.75,3.47,11.18
BinaryTree,socket,14,16384,17.23,7.73,19.48
BinaryTree,socket,14,32768,27.13,12.53,30.59
BinaryTree,socket,14,65536,45.26,19.58,51.36
BinaryTree,socket,14,131072,85.08,38.07,96.36
BinaryTree,socket,14,262144,160.09,74.01,182.46
BinaryTree,socket,14,524288,309.13,145.96,352.21
BinaryTree,socket,14,1048576,567.85,257.90,657.61
BinaryTree,socket,16,1,1.24,0.45,1.69
BinaryTree,socket,16,2,1.20,0.44,1.60
BinaryTree,socket,16,4,1.17,0.43,1.52
BinaryTree,socket,16,8,1.17,0.44,1.51
BinaryTree,socket,16,16,1.16,0.43,1.49
BinaryTree,socket,16,32,1.69,0.59,2.32
BinaryTree,socket,16,64,1.57,0.55,2.14
BinaryTree,socket,16,128,2.21,0.97,2.68
BinaryTree,socket,16,256,2.25,0.95,2.75
BinaryTree,socket,16,512,2.53,1.00,3.22
BinaryTree,socket,16,1024,2.96,1.09,3.73
BinaryTree,socket,16,2048,4.20,1.70,5.17
BinaryTree,socket,16,4096,5.88,2.24,7.29
BinaryTree,socket,16,8192,9.03,3.49,11.21
BinaryTree,socket,16,16384,18.00,7.54,23.12
BinaryTree,socket,16,32768,28.03,11.58,35.86
BinaryTree,socket,16,65536,50.09,21.85,61.41
BinaryTree,socket,16,131072,92.29,40.22,113.32
BinaryTree,socket,16,262144,172.43,76.52,212.03
BinaryTree,socket,16,524288,333.13,148.64,411.00
BinaryTree,socket,16,1048576,615.04,259.78,755.80
BinaryTree,socket,18,1,1.63,0.40,2.09
BinaryTree,socket,18,2,1.53,0.40,1.92
BinaryTree,socket,18,4,1.50,0.40,1.91
BinaryTree,socket,18,8,1.49,0.40,1.90
BinaryTree,socket,18,16,1.50,0.40,1.92
BinaryTree,socket,18,32,1.86,0.42,2.37
BinaryTree,socket,18,64,1.84,0.41,2.36
BinaryTree,socket,18,128,2.55,0.84,3.11
BinaryTree,socket,18,256,2.57,0.83,3.11
BinaryTree,socket,18,512,2.79,0.89,3.42
BinaryTree,socket,18,1024,3.37,1.08,4.11
BinaryTree,socket,18,2048,4.65,1.67,5.68
BinaryTree,socket,18,4096,6.47,2.20,8.04
BinaryTree,socket,18,8192,10.00,3.51,12.71
BinaryTree,socket,18,16384,20.21,8.03,24.86
BinaryTree,socket,18,32768,30.94,12.14,37.90
BinaryTree,socket,18,65536,50.19,19.12,60.81
BinaryTree,socket,18,131072,94.91,37.84,113.35
BinaryTree,socket,18,262144,174.23,70.47,210.68
BinaryTree,socket,18,524288,338.83,138.69,412.54
BinaryTree,socket,18,1048576,633.56,253.36,763.67
BinaryTree,socket,20,1,1.61,0.44,2.08
BinaryTree,socket,20,2,1.46,0.40,1.92
BinaryTree,socket,20,4,1.45,0.40,1.89
BinaryTree,socket,20,8,1.44,0.40,1.87
BinaryTree,socket,20,16,1.45,0.40,1.88
BinaryTree,socket,20,32,1.77,0.43,2.30
BinaryTree,socket,20,64,1.75,0.41,2.28
BinaryTree,socket,20,128,2.51,0.85,3.07
BinaryTree,socket,20,256,2.56,0.86,3.12
BinaryTree,socket,20,512,2.76,0.91,3.38
BinaryTree,socket,20,1024,3.39,1.12,4.06
BinaryTree,socket,20,2048,4.69,1.71,5.60
BinaryTree,socket,20,4096,6.54,2.25,7.93
BinaryTree,socket,20,8192,10.21,3.52,12.56
BinaryTree,socket,20,16384,21.55,8.28,26.56
BinaryTree,socket,20,32768,32.96,12.47,38.95
BinaryTree,socket,20,65536,56.52,21.58,67.39
BinaryTree,socket,20,131072,104.57,40.98,123.69
BinaryTree,socket,20,262144,196.72,79.10,232.22
BinaryTree,socket,20,524288,363.99,144.75,427.54
BinaryTree,socket,20,1048576,694.50,275.42,807.16
BinaryTree,socket,22,1,1.51,0.42,1.96
BinaryTree,socket,22,2,1.44,0.40,1.90
BinaryTree,socket,22,4,1.43,0.40,1.88
BinaryTree,socket,22,8,1.43,0.40,1.89
BinaryTree,socket,22,16,1.43,0.40,1.89
BinaryTree,socket,22,32,1.78,0.42,2.40
BinaryTree,socket,22,64,1.78,0.42,2.39
BinaryTree,socket,22,128,2.51,0.83,3.19
BinaryTree,socket,22,256,2.58,0.85,3.29
BinaryTree,socket,22,512,2.81,0.90,3.59
BinaryTree,socket,22,1024,3.49,1.14,4.42
BinaryTree,socket,22,2048,4.79,1.69,6.04
BinaryTree,socket,22,4096,6.81,2.23,8.66
BinaryTree,socket,22,8192,10.93,3.64,14.22
BinaryTree,socket,22,16384,21.65,7.75,25.51
BinaryTree,socket,22,32768,33.90,12.51,38.80
BinaryTree,socket,22,65536,58.27,21.36,66.65
BinaryTree,socket,22,131072,106.25,39.85,121.21
BinaryTree,socket,22,262144,190.68,68.41,218.26
BinaryTree,socket,22,524288,364.16,134.16,418.45
BinaryTree,socket,22,1048576,703.08,256.29,807.91
BinaryTree,socket,24,1,1.44,0.40,1.88
BinaryTree,socket,24,2,1.41,0.40,1.86
BinaryTree,socket,24,4,1.41,0.40,1.86
BinaryTree,socket,24,8,1.41,0.40,1.87
BinaryTree,socket,24,16,1.41,0.40,1.86
BinaryTree,socket,24,32,1.78,0.42,2.35
BinaryTree,socket,24,64,1.75,0.41,2.28
BinaryTree,socket,24,128,2.51,0.83,3.21
BinaryTree,socket,24,256,2.57,0.84,3.28
BinaryTree,socket,24,512,2.81,0.89,3.59
BinaryTree,socket,24,1024,3.50,1.10,4.39
BinaryTree,socket,24,2048,4.97,1.71,6.14
BinaryTree,socket,24,4096,7.08,2.24,8.88
BinaryTree,socket,24,8192,10.96,3.52,13.83
BinaryTree,socket,24,16384,22.82,7.73,27.38
BinaryTree,socket,24,32768,34.32,11.99,39.24
BinaryTree,socket,24,65536,59.30,20.19,66.87
BinaryTree,socket,24,131072,107.78,37.76,123.14
BinaryTree,socket,24,262144,200.99,73.72,230.12
BinaryTree,socket,24,524288,381.66,142.24,434.32
BinaryTree,socket,24,1048576,738.45,266.05,840.17
BinaryTree,socket,26,1,1.56,0.31,2.61
BinaryTree,socket,26,2,1.52,0.30,2.53
BinaryTree,socket,26,4,1.52,0.30,2.55
BinaryTree,socket,26,8,1.52,0.30,2.52
BinaryTree,socket,26,16,1.52,0.30,2.55
BinaryTree,socket,26,32,1.78,0.37,2.71
BinaryTree,socket,26,64,1.85,0.39,3.36
BinaryTree,socket,26,128,2.64,0.85,3.70
BinaryTree,socket,26,256,2.59,0.82,3.74
BinaryTree,socket,26,512,2.84,0.95,4.15
BinaryTree,socket,26,1024,3.61,1.15,5.15
BinaryTree,socket,26,2048,5.10,1.76,7.49
BinaryTree,socket,26,4096,7.42,2.39,10.77
BinaryTree,socket,26,8192,11.07,3.43,15.96
BinaryTree,socket,26,16384,22.58,7.96,26.56
BinaryTree,socket,26,32768,36.11,12.61,42.24
BinaryTree,socket,26,65536,62.40,22.27,72.36
BinaryTree,socket,26,131072,110.89,40.13,126.88
BinaryTree,socket,26,262144,203.75,74.09,233.54
BinaryTree,socket,26,524288,405.76,152.12,463.91
BinaryTree,socket,26,1048576,760.62,276.70,859.31
BinaryTree,socket,28,1,1.50,0.28,2.62
BinaryTree,socket,28,2,1.48,0.28,2.62
BinaryTree,socket,28,4,1.48,0.28,2.63
BinaryTree,socket,28,8,1.48,0.28,2.61
BinaryTree,socket,28,16,1.48,0.28,2.63
BinaryTree,socket,28,32,1.80,0.32,2.87
BinaryTree,socket,28,64,1.78,0.30,3.38
BinaryTree,socket,28,128,2.38,0.60,3.48
BinaryTree,socket,28,256,2.46,0.65,3.67
BinaryTree,socket,28,512,2.69,0.81,4.04
BinaryTree,socket,28,1024,3.61,1.12,5.36
BinaryTree,socket,28,2048,4.94,1.70,7.43
BinaryTree,socket,28,4096,7.45,2.34,11.16
BinaryTree,socket,28,8192,11.59,3.65,16.79
BinaryTree,socket,28,16384,22.59,7.80,27.44
BinaryTree,socket,28,32768,36.08,12.68,44.55
BinaryTree,socket,28,65536,60.25,21.04,76.86
BinaryTree,socket,28,131072,114.46,40.67,143.59
BinaryTree,socket,28,262144,220.69,79.90,275.41
BinaryTree,socket,28,524288,414.79,151.03,519.52
BinaryTree,socket,28,1048576,793.45,272.35,994.93
BinaryTree,socket,30,1,1.59,0.29,2.66
BinaryTree,socket,30,2,1.57,0.28,2.59
BinaryTree,socket,30,4,1.57,0.28,2.60
BinaryTree,socket,30,8,1.57,0.29,2.61
BinaryTree,socket,30,16,1.57,0.28,2.61
BinaryTree,socket,30,32,1.76,0.35,2.85
BinaryTree,socket,30,64,1.88,0.35,3.40
BinaryTree,socket,30,128,2.41,0.63,3.65
BinaryTree,socket,30,256,2.50,0.68,3.92
BinaryTree,socket,30,512,2.78,0.87,4.35
BinaryTree,socket,30,1024,3.60,1.13,5.64
BinaryTree,socket,30,2048,5.24,1.74,7.99
BinaryTree,socket,30,4096,7.78,2.39,12.51
BinaryTree,socket,30,8192,12.17,3.66,19.52
BinaryTree,socket,30,16384,23.28,7.79,30.04
BinaryTree,socket,30,32768,37.07,12.07,49.23
BinaryTree,socket,30,65536,65.36,21.11,88.93
BinaryTree,socket,30,131072,130.54,40.86,168.98
BinaryTree,socket,30,262144,241.38,79.00,316.17
BinaryTree,socket,30,524288,464.22,149.40,609.77
BinaryTree,socket,30,1048576,896.40,277.29,1178.26
BinaryTree,socket,32,1,1.97,0.47,3.92
BinaryTree,socket,32,2,1.98,0.46,3.81
BinaryTree,socket,32,4,1.96,0.46,3.75
BinaryTree,socket,32,8,1.97,0.46,3.78
BinaryTree,socket,32,16,1.96,0.46,3.74
BinaryTree,socket,32,32,2.55,0.58,4.60
BinaryTree,socket,32,64,2.60,0.60,4.96
BinaryTree,socket,32,128,3.22,0.96,5.76
BinaryTree,socket,32,256,3.37,0.97,6.16
BinaryTree,socket,32,512,3.66,0.98,6.72
BinaryTree,socket,32,1024,4.44,1.12,8.01
BinaryTree,socket,32,2048,6.21,1.75,10.92
BinaryTree,socket,32,4096,8.85,2.41,15.26
BinaryTree,socket,32,8192,13.17,3.65,22.43
BinaryTree,socket,32,16384,25.49,8.12,37.41
BinaryTree,socket,32,32768,38.60,11.76,58.34
BinaryTree,socket,32,65536,68.63,21.46,102.92
BinaryTree,socket,32,131072,139.51,41.12,190.00
BinaryTree,socket,32,262144,262.87,77.66,357.65
BinaryTree,socket,32,524288,501.68,140.88,683.82
BinaryTree,socket,32,1048576,988.44,270.91,1342.16
BinaryTree,socket,34,1,3.97,0.43,5.02
BinaryTree,socket,34,2,3.89,0.44,4.87
BinaryTree,socket,34,4,3.87,0.44,4.85
BinaryTree,socket,34,8,3.88,0.44,4.87
BinaryTree,socket,34,16,3.87,0.44,4.86
BinaryTree,socket,34,32,4.38,0.56,5.44
BinaryTree,socket,34,64,4.23,0.53,5.22
BinaryTree,socket,34,128,5.04,0.91,6.34
BinaryTree,socket,34,256,5.32,0.99,6.82
BinaryTree,socket,34,512,5.46,0.96,7.20
BinaryTree,socket,34,1024,6.26,1.13,8.45
BinaryTree,socket,34,2048,8.02,1.72,11.37
BinaryTree,socket,34,4096,10.74,2.33,15.97
BinaryTree,socket,34,8192,15.40,3.58,23.72
BinaryTree,socket,34,16384,28.24,7.96,40.05
BinaryTree,socket,34,32768,43.35,11.84,64.71
BinaryTree,socket,34,65536,75.49,20.96,114.29
BinaryTree,socket,34,131072,156.66,38.66,212.07
BinaryTree,socket,34,262144,296.79,74.13,401.22
BinaryTree,socket,34,524288,578.71,146.83,782.22
BinaryTree,socket,34,1048576,1137.74,273.70,1531.69
BinaryTree,socket,36,1,3.60,0.45,4.32
BinaryTree,socket,36,2,3.56,0.45,4.25
BinaryTree,socket,36,4,3.55,0.45,4.23
BinaryTree,socket,36,8,3.55,0.45,4.26
BinaryTree,socket,36,16,3.56,0.45,4.26
BinaryTree,socket,36,32,4.01,0.55,4.80
BinaryTree,socket,36,64,4.10,0.53,5.12
BinaryTree,socket,36,128,4.83,0.95,6.01
BinaryTree,socket,36,256,5.20,0.86,6.83
BinaryTree,socket,36,512,5.27,0.98,6.92
BinaryTree,socket,36,1024,6.24,1.16,8.61
BinaryTree,socket,36,2048,8.03,1.73,11.46
BinaryTree,socket,36,4096,10.88,2.30,15.92
BinaryTree,socket,36,8192,16.01,3.57,25.05
BinaryTree,socket,36,16384,28.68,8.00,41.64
BinaryTree,socket,36,32768,45.32,12.36,68.82
BinaryTree,socket,36,65536,79.54,21.13,123.48
BinaryTree,socket,36,131072,172.27,36.69,230.23
BinaryTree,socket,36,262144,328.70,72.01,438.44
BinaryTree,socket,36,524288,641.39,141.08,854.65
BinaryTree,socket,36,1048576,1260.95,268.74,1677.63
BinaryTree,socket,38,1,3.47,0.44,4.33
BinaryTree,socket,38,2,3.47,0.44,4.35
BinaryTree,socket,38,4,3.46,0.44,4.32
BinaryTree,socket,38,8,3.50,0.44,4.34
BinaryTree,socket,38,16,3.45,0.44,4.31
BinaryTree,socket,38,32,3.94,0.55,4.86
BinaryTree,socket,38,64,4.02,0.53,5.09
BinaryTree,socket,38,128,4.77,0.94,6.02
BinaryTree,socket,38,256,5.20,0.98,6.69
BinaryTree,socket,38,512,5.25,1.00,6.96
BinaryTree,socket,38,1024,6.23,1.17,8.63
BinaryTree,socket,38,2048,8.09,1.75,11.60
BinaryTree,socket,38,4096,11.12,2.37,16.73
BinaryTree,socket,38,8192,16.52,3.58,26.04
BinaryTree,socket,38,16384,29.48,7.76,43.98
BinaryTree,socket,38,32768,47.71,12.21,73.90
BinaryTree,socket,38,65536,85.15,21.59,134.28
BinaryTree,socket,38,131072,196.44,41.82,255.72
BinaryTree,socket,38,262144,378.52,80.94,489.84
BinaryTree,socket,38,524288,739.69,157.72,955.32
BinaryTree,socket,38,1048576,1443.47,288.62,1864.91
BinaryTree,socket,40,1,3.38,0.47,4.35
BinaryTree,socket,40,2,3.38,0.46,4.33
BinaryTree,socket,40,4,3.37,0.46,4.43
BinaryTree,socket,40,8,3.35,0.45,4.30
BinaryTree,socket,40,16,3.35,0.46,4.31
BinaryTree,socket,40,32,3.84,0.59,4.91
BinaryTree,socket,40,64,3.99,0.55,5.23
BinaryTree,socket,40,128,4.81,0.95,6.28
BinaryTree,socket,40,256,4.94,1.00,6.62
BinaryTree,socket,40,512,5.21,1.00,7.24
BinaryTree,socket,40,1024,6.33,1.17,9.15
BinaryTree,socket,40,2048,8.20,1.77,11.98
BinaryTree,socket,40,4096,11.53,2.43,17.55
BinaryTree,socket,40,8192,17.22,3.59,27.20
BinaryTree,socket,40,16384,30.87,7.98,46.75
BinaryTree,socket,40,32768,50.91,12.28,79.69
BinaryTree,socket,40,65536,91.46,21.41,145.20
BinaryTree,socket,40,131072,220.01,40.00,277.36
BinaryTree,socket,40,262144,422.35,76.28,529.00
BinaryTree,socket,40,524288,833.35,150.38,1038.30
BinaryTree,socket,40,1048576,1634.98,280.48,2033.88
BinaryTree,socket,42,1,3.32,0.45,4.43
BinaryTree,socket,42,2,3.32,0.46,4.41
BinaryTree,socket,42,4,3.32,0.47,4.42
BinaryTree,socket,42,8,3.31,0.46,4.45
BinaryTree,socket,42,16,3.32,0.47,4.43
BinaryTree,socket,42,32,3.82,0.59,5.11
BinaryTree,socket,42,64,3.97,0.57,5.45
BinaryTree,socket,42,128,5.16,0.95,7.06
BinaryTree,socket,42,256,4.89,0.97,6.78
BinaryTree,socket,42,512,5.21,1.01,7.40
BinaryTree,socket,42,1024,6.27,1.16,9.25
BinaryTree,socket,42,2048,8.27,1.74,12.11
BinaryTree,socket,42,4096,11.70,2.39,17.71
BinaryTree,socket,42,8192,17.67,3.67,27.68
BinaryTree,socket,42,16384,31.40,7.84,46.16
BinaryTree,socket,42,32768,52.06,12.52,79.53
BinaryTree,socket,42,65536,94.00,21.75,145.21
BinaryTree,socket,42,131072,222.39,40.16,277.48
BinaryTree,socket,42,262144,430.18,77.15,532.65
BinaryTree,socket,42,524288,842.51,151.01,1040.52
BinaryTree,socket,42,1048576,1662.20,283.93,2038.75
BinaryTree,socket,44,1,3.16,0.45,4.37
BinaryTree,socket,44,2,3.14,0.44,4.33
BinaryTree,socket,44,4,3.13,0.44,4.32
BinaryTree,socket,44,8,3.14,0.44,4.33
BinaryTree,socket,44,16,3.13,0.45,4.33
BinaryTree,socket,44,32,3.66,0.57,4.93
BinaryTree,socket,44,64,3.77,0.53,5.24
BinaryTree,socket,44,128,4.83,0.91,6.66
BinaryTree,socket,44,256,4.76,0.95,6.63
BinaryTree,socket,44,512,5.05,0.97,7.27
BinaryTree,socket,44,1024,6.17,1.13,9.08
BinaryTree,socket,44,2048,8.07,1.71,11.92
BinaryTree,socket,44,4096,11.53,2.32,17.54
BinaryTree,socket,44,8192,17.70,3.56,27.46
BinaryTree,socket,44,16384,31.89,7.97,46.36
BinaryTree,socket,44,32768,52.42,12.11,78.71
BinaryTree,socket,44,65536,93.87,20.56,144.15
BinaryTree,socket,44,131072,218.40,38.50,273.71
BinaryTree,socket,44,262144,417.99,73.18,522.70
BinaryTree,socket,44,524288,823.73,142.20,1020.99
BinaryTree,socket,44,1048576,1633.88,259.15,2008.16
BinaryTree,socket,46,1,3.16,0.46,4.51
BinaryTree,socket,46,2,3.14,0.44,4.41
BinaryTree,socket,46,4,3.14,0.45,4.42
BinaryTree,socket,46,8,3.13,0.44,4.41
BinaryTree,socket,46,16,3.14,0.46,4.42
BinaryTree,socket,46,32,3.62,0.58,5.00
BinaryTree,socket,46,64,3.75,0.55,5.28
BinaryTree,socket,46,128,4.77,0.92,6.72
BinaryTree,socket,46,256,4.76,0.97,6.84
BinaryTree,socket,46,512,5.06,1.00,7.47
BinaryTree,socket,46,1024,6.18,1.15,9.28
BinaryTree,socket,46,2048,8.20,1.73,12.10
BinaryTree,socket,46,4096,11.82,2.37,17.74
BinaryTree,socket,46,8192,18.14,3.60,29.29
BinaryTree,socket,46,16384,31.81,7.57,45.48
BinaryTree,socket,46,32768,53.44,12.54,78.96
BinaryTree,socket,46,65536,96.28,21.98,145.71
BinaryTree,socket,46,131072,219.30,38.54,273.00
BinaryTree,socket,46,262144,422.99,73.24,522.73
BinaryTree,socket,46,524288,835.84,145.90,1025.02
BinaryTree,socket,46,1048576,1635.13,275.13,2027.49
BinaryTree,socket,48,1,3.03,0.44,4.42
BinaryTree,socket,48,2,3.07,0.43,4.50
BinaryTree,socket,48,4,3.02,0.43,4.40
BinaryTree,socket,48,8,3.07,0.43,4.51
BinaryTree,socket,48,16,3.02,0.44,4.41
BinaryTree,socket,48,32,3.54,0.58,5.01
BinaryTree,socket,48,64,3.88,0.54,5.61
BinaryTree,socket,48,128,4.80,0.93,6.93
BinaryTree,socket,48,256,4.73,0.89,6.90
BinaryTree,socket,48,512,5.12,0.99,7.57
BinaryTree,socket,48,1024,6.25,1.14,9.27
BinaryTree,socket,48,2048,8.24,1.72,12.21
BinaryTree,socket,48,4096,11.92,2.36,18.77
BinaryTree,socket,48,8192,18.70,3.57,29.83
BinaryTree,socket,48,16384,33.52,8.13,48.00
BinaryTree,socket,48,32768,55.89,12.43,82.36
BinaryTree,socket,48,65536,100.85,21.17,149.74
BinaryTree,socket,48,131072,230.67,39.58,285.79
BinaryTree,socket,48,262144,445.77,75.47,547.98
BinaryTree,socket,48,524288,876.42,147.17,1072.13
BinaryTree,socket,48,1048576,1726.65,272.72,2121.64
BinaryTree,node,2,1,1.02,0.12,1.93
BinaryTree,node,2,2,1.00,0.10,1.89
BinaryTree,node,2,4,1.01,0.12,1.91
BinaryTree,node,2,8,1.00,0.10,1.89
BinaryTree,node,2,16,1.02,0.12,1.92
BinaryTree,node,2,32,1.05,0.12,1.99
BinaryTree,node,2,64,1.27,0.12,2.42
BinaryTree,node,2,128,1.11,0.12,2.11
BinaryTree,node,2,256,1.24,0.14,2.34
BinaryTree,node,2,512,1.28,0.16,2.39
BinaryTree,node,2,1024,1.40,0.21,2.58
BinaryTree,node,2,2048,1.78,0.28,3.27
BinaryTree,node,2,4096,3.15,3.01,3.28
BinaryTree,node,2,8192,4.02,3.97,4.07
BinaryTree,node,2,16384,5.66,5.47,5.86
BinaryTree,node,2,32768,8.26,8.12,8.41
BinaryTree,node,2,65536,11.74,10.81,12.67
BinaryTree,node,2,131072,17.16,16.20,18.11
BinaryTree,node,2,262144,27.94,26.99,28.89
BinaryTree,node,2,524288,49.93,49.00,50.87
BinaryTree,node,2,1048576,93.63,92.69,94.57
BinaryTree,node,4,1,0.35,0.23,0.51
BinaryTree,node,4,2,0.33,0.23,0.49
BinaryTree,node,4,4,0.34,0.22,0.51
BinaryTree,node,4,8,0.33,0.22,0.49
BinaryTree,node,4,16,0.34,0.22,0.50
BinaryTree,node,4,32,0.54,0.23,0.85
BinaryTree,node,4,64,0.68,0.24,1.04
BinaryTree,node,4,128,0.77,0.28,1.14
BinaryTree,node,4,256,0.95,0.44,1.33
BinaryTree,node,4,512,1.13,0.57,1.62
BinaryTree,node,4,1024,1.41,0.67,2.05
BinaryTree,node,4,2048,2.03,0.78,3.20
BinaryTree,node,4,4096,3.19,1.33,4.92
BinaryTree,node,4,8192,5.17,2.45,7.83
BinaryTree,node,4,16384,8.65,4.53,12.89
BinaryTree,node,4,32768,13.56,8.01,19.10
BinaryTree,node,4,65536,21.27,12.72,29.86
BinaryTree,node,4,131072,33.98,13.92,51.97
BinaryTree,node,4,262144,47.97,20.07,69.22
BinaryTree,node,4,524288,88.78,38.87,128.35
BinaryTree,node,4,1048576,176.04,85.27,252.86
BinaryTree,node,6,1,0.71,0.26,1.01
BinaryTree,node,6,2,0.70,0.25,1.01
BinaryTree,node,6,4,0.71,0.25,1.01
BinaryTree,node,6,8,0.70,0.25,1.01
BinaryTree,node,6,16,0.70,0.25,1.01
BinaryTree,node,6,32,1.07,0.26,1.81
BinaryTree,node,6,64,1.15,0.26,1.61
BinaryTree,node,6,128,1.33,0.32,2.13
BinaryTree,node,6,256,1.57,0.45,2.26
BinaryTree,node,6,512,1.78,0.58,2.75
BinaryTree,node,6,1024,2.13,0.69,3.11
BinaryTree,node,6,2048,3.02,0.79,4.17
BinaryTree,node,6,4096,4.55,1.34,5.90
