Algorithm,Allocation,Processes,MessageSize,Latency
Pipeline,core,29,262144,572.71
Pipeline,core,29,524288,1091.85
Pipeline,core,29,1048576,2177.96
Pipeline,core,30,1,6.19
Pipeline,core,30,2,6.89
Pipeline,core,30,4,6.32
Pipeline,core,30,8,6.17
Pipeline,core,30,16,6.16
Pipeline,core,30,32,7.52
Pipeline,core,30,64,7.6
Pipeline,core,30,128,9.26
Pipeline,core,30,256,9.54
Pipeline,core,30,512,10.11
Pipeline,core,30,1024,12.22
Pipeline,core,30,2048,15.65
Pipeline,core,30,4096,23.2
Pipeline,core,30,8192,35.79
Pipeline,core,30,16384,81.71
Pipeline,core,30,32768,116.36
Pipeline,core,30,65536,185.07
Pipeline,core,30,131072,325.12
Pipeline,core,30,262144,591.53
Pipeline,core,30,524288,1129.45
Pipeline,core,30,1048576,2272.05
Pipeline,core,31,1,6.27
Pipeline,core,31,2,7.22
Pipeline,core,31,4,6.4
Pipeline,core,31,8,6.45
Pipeline,core,31,16,6.22
Pipeline,core,31,32,7.71
Pipeline,core,31,64,7.79
Pipeline,core,31,128,9.45
Pipeline,core,31,256,9.84
Pipeline,core,31,512,10.38
Pipeline,core,31,1024,12.6
Pipeline,core,31,2048,15.9
Pipeline,core,31,4096,23.59
Pipeline,core,31,8192,36.7
Pipeline,core,31,16384,84.93
Pipeline,core,31,32768,120.69
Pipeline,core,31,65536,189.91
Pipeline,core,31,131072,333.94
Pipeline,core,31,262144,609.71
Pipeline,core,31,524288,1188.96
Pipeline,core,31,1048576,2335.83
Pipeline,core,32,1,7.22
Pipeline,core,32,2,7.28
Pipeline,core,32,4,8.48
Pipeline,core,32,8,7.14
Pipeline,core,32,16,7.21
Pipeline,core,32,32,8.33
Pipeline,core,32,64,8.28
Pipeline,core,32,128,10.7
Pipeline,core,32,256,11.03
Pipeline,core,32,512,11.58
Pipeline,core,32,1024,13.52
Pipeline,core,32,2048,18.01
Pipeline,core,32,4096,25.42
Pipeline,core,32,8192,38.3
Pipeline,core,32,16384,89.26
Pipeline,core,32,32768,126.02
Pipeline,core,32,65536,199.84
Pipeline,core,32,131072,350.39
Pipeline,core,32,262144,635.85
Pipeline,core,32,524288,1210.39
Pipeline,core,32,1048576,2437.1
Pipeline,core,33,1,8.71
Pipeline,core,33,2,10.07
Pipeline,core,33,4,8.65
Pipeline,core,33,8,8.65
Pipeline,core,33,16,8.57
Pipeline,core,33,32,9.75
Pipeline,core,33,64,9.69
Pipeline,core,33,128,12.08
Pipeline,core,33,256,12.32
Pipeline,core,33,512,12.82
Pipeline,core,33,1024,15.5
Pipeline,core,33,2048,18.72
Pipeline,core,33,4096,26.86
Pipeline,core,33,8192,40.12
Pipeline,core,33,16384,92.93
Pipeline,core,33,32768,130.88
Pipeline,core,33,65536,207.13
Pipeline,core,33,131072,362.03
Pipeline,core,33,262144,658.94
Pipeline,core,33,524288,1253.34
Pipeline,core,33,1048576,2497.89
Pipeline,core,34,1,8.35
Pipeline,core,34,2,9.82
Pipeline,core,34,4,8.39
Pipeline,core,34,8,8.31
Pipeline,core,34,16,8.33
Pipeline,core,34,32,9.44
Pipeline,core,34,64,9.41
Pipeline,core,34,128,11.72
Pipeline,core,34,256,12.09
Pipeline,core,34,512,12.59
Pipeline,core,34,1024,15.0
Pipeline,core,34,2048,18.57
Pipeline,core,34,4096,27.08
Pipeline,core,34,8192,40.97
Pipeline,core,34,16384,93.51
