Algorithm,Allocation,Processes,MessageSize,Latency, MinLatency, MaxLatency
Linear,socket,27,4,1.15,0.16,2.38
Linear,socket,27,8,1.13,0.14,2.35
Linear,socket,27,16,1.13,0.14,2.37
Linear,socket,27,32,1.40,0.14,2.45
Linear,socket,27,64,1.45,0.14,3.12
Linear,socket,27,128,2.00,0.21,3.18
Linear,socket,27,256,2.07,0.28,3.18
Linear,socket,27,512,2.25,0.31,3.56
Linear,socket,27,1024,2.97,0.68,4.44
Linear,socket,27,2048,4.36,1.73,6.26
Linear,socket,27,4096,6.24,3.00,9.05
Linear,socket,27,8192,9.53,5.49,13.48
Linear,socket,27,16384,20.39,9.53,31.94
Linear,socket,27,32768,35.75,17.03,55.15
Linear,socket,27,65536,64.94,31.49,99.07
Linear,socket,27,131072,124.58,60.62,184.74
Linear,socket,27,262144,236.44,116.71,346.35
Linear,socket,27,524288,458.68,231.40,658.27
Linear,socket,27,1048576,888.97,439.86,1295.97
Linear,socket,28,1,1.26,0.16,2.45
Linear,socket,28,2,1.21,0.16,2.40
Linear,socket,28,4,1.20,0.15,2.40
Linear,socket,28,8,1.20,0.14,2.39
Linear,socket,28,16,1.21,0.14,2.46
Linear,socket,28,32,1.44,0.14,2.65
Linear,socket,28,64,1.52,0.14,3.16
Linear,socket,28,128,2.05,0.21,3.39
Linear,socket,28,256,2.15,0.27,3.45
Linear,socket,28,512,2.38,0.32,3.94
Linear,socket,28,1024,3.25,0.72,5.10
Linear,socket,28,2048,4.53,1.66,6.95
Linear,socket,28,4096,6.68,3.15,10.20
Linear,socket,28,8192,10.03,5.36,15.07
Linear,socket,28,16384,20.13,9.95,31.12
Linear,socket,28,32768,35.80,17.36,54.14
Linear,socket,28,65536,64.43,31.23,95.90
Linear,socket,28,131072,126.17,60.02,183.65
Linear,socket,28,262144,240.85,114.90,351.14
Linear,socket,28,524288,454.47,221.41,679.73
Linear,socket,28,1048576,846.28,419.13,1275.99
Linear,socket,29,1,1.20,0.16,2.47
Linear,socket,29,2,1.18,0.16,2.38
Linear,socket,29,4,1.18,0.15,2.39
Linear,socket,29,8,1.18,0.14,2.50
Linear,socket,29,16,1.18,0.14,2.40
Linear,socket,29,32,1.38,0.14,2.72
Linear,socket,29,64,1.50,0.14,3.15
Linear,socket,29,128,2.01,0.21,3.51
Linear,socket,29,256,2.10,0.25,3.60
Linear,socket,29,512,2.31,0.31,3.98
Linear,socket,29,1024,3.23,0.72,5.18
Linear,socket,29,2048,4.51,1.68,7.12
Linear,socket,29,4096,6.68,3.20,10.37
Linear,socket,29,8192,10.29,5.91,15.47
Linear,socket,29,16384,21.16,10.99,31.39
Linear,socket,29,32768,34.38,17.90,52.26
Linear,socket,29,65536,65.01,32.55,95.93
Linear,socket,29,131072,126.25,60.86,181.73
Linear,socket,29,262144,236.10,112.48,339.19
Linear,socket,29,524288,468.00,226.31,674.68
Linear,socket,29,1048576,896.89,441.14,1276.00
Linear,socket,30,1,1.26,0.16,2.42
Linear,socket,30,2,1.24,0.16,2.38
Linear,socket,30,4,1.24,0.15,2.44
Linear,socket,30,8,1.23,0.14,2.38
Linear,socket,30,16,1.24,0.14,2.41
Linear,socket,30,32,1.42,0.14,2.86
Linear,socket,30,64,1.55,0.14,3.17
Linear,socket,30,128,1.99,0.21,3.52
Linear,socket,30,256,2.11,0.28,3.58
Linear,socket,30,512,2.30,0.31,4.08
Linear,socket,30,1024,3.18,0.60,5.28
Linear,socket,30,2048,4.42,1.49,7.06
Linear,socket,30,4096,6.45,2.82,10.25
Linear,socket,30,8192,10.18,5.68,15.64
Linear,socket,30,16384,20.87,10.16,31.95
Linear,socket,30,32768,36.25,17.91,53.54
Linear,socket,30,65536,65.60,31.78,96.67
Linear,socket,30,131072,126.43,59.99,178.04
Linear,socket,30,262144,244.67,117.85,339.90
Linear,socket,30,524288,477.18,237.00,675.11
Linear,socket,30,1048576,931.98,468.00,1329.26
Linear,socket,31,1,1.24,0.16,2.47
Linear,socket,31,2,1.22,0.15,2.41
Linear,socket,31,4,1.27,0.15,2.56
Linear,socket,31,8,1.21,0.14,2.40
Linear,socket,31,16,1.24,0.15,2.45
Linear,socket,31,32,1.38,0.13,2.62
Linear,socket,31,64,1.53,0.14,3.19
Linear,socket,31,128,1.96,0.22,3.47
Linear,socket,31,256,2.07,0.27,3.52
Linear,socket,31,512,2.26,0.35,3.89
Linear,socket,31,1024,3.10,0.69,5.06
Linear,socket,31,2048,4.32,1.48,6.91
Linear,socket,31,4096,6.61,3.11,10.54
Linear,socket,31,8192,10.31,5.63,16.29
Linear,socket,31,16384,20.98,9.73,32.11
Linear,socket,31,32768,36.07,17.55,54.15
Linear,socket,31,65536,67.27,31.81,97.80
Linear,socket,31,131072,130.83,60.70,183.56
Linear,socket,31,262144,243.47,116.70,337.59
Linear,socket,31,524288,476.73,230.82,669.46
Linear,socket,31,1048576,938.06,458.82,1304.15
Linear,socket,32,1,1.79,0.67,3.99
Linear,socket,32,2,1.78,0.67,3.91
Linear,socket,32,4,1.75,0.67,3.84
Linear,socket,32,8,1.78,0.67,3.91
Linear,socket,32,16,1.76,0.67,3.86
Linear,socket,32,32,2.32,0.84,4.90
Linear,socket,32,64,2.31,0.80,5.16
Linear,socket,32,128,3.03,1.54,5.75
Linear,socket,32,256,3.09,1.57,6.00
Linear,socket,32,512,3.40,1.54,6.68
Linear,socket,32,1024,4.15,1.91,7.81
Linear,socket,32,2048,5.56,2.81,10.04
Linear,socket,32,4096,7.56,4.09,13.20
Linear,socket,32,8192,11.41,6.52,19.49
Linear,socket,32,16384,22.31,10.96,38.94
Linear,socket,32,32768,37.17,18.02,63.25
Linear,socket,32,65536,67.34,31.81,110.30
Linear,socket,32,131072,130.05,59.83,197.87
Linear,socket,32,262144,237.42,109.13,359.51
Linear,socket,32,524288,470.96,224.50,716.76
Linear,socket,32,1048576,926.08,443.49,1398.54
Linear,socket,33,1,3.89,0.73,5.19
Linear,socket,33,2,3.79,0.73,5.05
Linear,socket,33,4,3.77,0.73,4.96
Linear,socket,33,8,3.79,0.73,5.06
Linear,socket,33,16,3.78,0.73,4.97
Linear,socket,33,32,4.46,0.95,6.49
Linear,socket,33,64,4.46,0.88,6.66
Linear,socket,33,128,5.15,1.62,7.42
Linear,socket,33,256,5.49,1.74,8.01
Linear,socket,33,512,5.61,1.72,8.61
Linear,socket,33,1024,6.21,2.15,9.59
Linear,socket,33,2048,7.73,3.16,12.14
Linear,socket,33,4096,9.83,4.43,15.57
Linear,socket,33,8192,13.67,6.83,22.00
Linear,socket,33,16384,24.57,8.17,41.31
Linear,socket,33,32768,38.22,10.18,64.71
Linear,socket,33,65536,66.60,14.12,111.45
Linear,socket,33,131072,128.20,19.20,200.12
Linear,socket,33,262144,244.06,30.50,377.32
Linear,socket,33,524288,477.54,52.13,732.55
Linear,socket,33,1048576,922.47,95.14,1415.16
Linear,socket,34,1,3.86,0.71,5.02
Linear,socket,34,2,3.80,0.71,4.96
Linear,socket,34,4,3.79,0.71,4.92
Linear,socket,34,8,3.79,0.72,4.95
Linear,socket,34,16,3.78,0.72,4.87
Linear,socket,34,32,4.25,0.87,5.80
Linear,socket,34,64,4.19,0.82,5.59
Linear,socket,34,128,4.91,1.64,6.50
Linear,socket,34,256,5.47,1.75,7.50
Linear,socket,34,512,5.33,1.68,7.41
Linear,socket,34,1024,5.98,2.10,8.40
Linear,socket,34,2048,7.54,3.10,10.93
Linear,socket,34,4096,10.17,4.48,15.98
Linear,socket,34,8192,13.93,6.53,22.85
Linear,socket,34,16384,24.40,8.14,40.82
Linear,socket,34,32768,38.12,10.42,63.68
Linear,socket,34,65536,66.46,14.31,109.66
Linear,socket,34,131072,126.51,19.27,196.84
Linear,socket,34,262144,241.08,30.54,373.88
Linear,socket,34,524288,467.38,52.16,728.33
Linear,socket,34,1048576,913.88,95.05,1412.62
Linear,socket,35,1,3.71,0.72,4.89
Linear,socket,35,2,3.63,0.74,4.74
Linear,socket,35,4,3.62,0.74,4.70
Linear,socket,35,8,3.63,0.74,4.75
Linear,socket,35,16,3.61,0.74,4.70
Linear,socket,35,32,4.14,0.92,5.68
Linear,socket,35,64,4.01,0.88,5.27
Linear,socket,35,128,4.82,1.60,6.35
Linear,socket,35,256,5.27,1.65,7.22
Linear,socket,35,512,5.29,1.73,7.40
Linear,socket,35,1024,5.89,2.12,8.27
Linear,socket,35,2048,7.44,3.11,10.73
Linear,socket,35,4096,9.99,4.40,15.81
Linear,socket,35,8192,13.95,6.95,22.86
Linear,socket,35,16384,24.07,8.36,40.92
Linear,socket,35,32768,37.12,10.33,63.23
Linear,socket,35,65536,65.36,14.31,109.36
Linear,socket,35,131072,115.98,19.41,186.40
Linear,socket,35,262144,220.10,30.55,357.32
Linear,socket,35,524288,443.04,52.05,708.09
Linear,socket,35,1048576,833.84,95.20,1287.60
Linear,socket,36,1,3.49,0.73,4.65
Linear,socket,36,2,3.46,0.72,4.66
Linear,socket,36,4,3.47,0.72,4.69
Linear,socket,36,8,3.48,0.72,4.71
Linear,socket,36,16,3.46,0.72,4.68
Linear,socket,36,32,3.90,0.89,5.44
Linear,socket,36,64,3.92,0.85,5.37
Linear,socket,36,128,4.56,1.60,6.02
Linear,socket,36,256,5.01,1.72,6.92
Linear,socket,36,512,5.03,1.75,7.00
Linear,socket,36,1024,5.64,2.13,7.93
Linear,socket,36,2048,7.27,3.14,10.49
Linear,socket,36,4096,9.81,4.56,15.45
Linear,socket,36,8192,13.89,6.92,22.22
Linear,socket,36,16384,24.87,8.51,42.60
Linear,socket,36,32768,38.80,10.45,65.57
Linear,socket,36,65536,66.62,14.23,110.62
Linear,socket,36,131072,128.88,19.54,199.21
Linear,socket,36,262144,248.93,30.66,374.89
Linear,socket,36,524288,487.12,52.37,726.78
Linear,socket,36,1048576,956.48,95.36,1414.29
Linear,socket,37,1,3.44,0.72,4.82
Linear,socket,37,2,3.39,0.73,4.66
Linear,socket,37,4,3.38,0.73,4.65
Linear,socket,37,8,3.39,0.73,4.67
Linear,socket,37,16,3.37,0.73,4.64
Linear,socket,37,32,3.80,0.89,5.42
Linear,socket,37,64,3.80,0.84,5.30
Linear,socket,37,128,4.49,1.59,6.11
Linear,socket,37,256,4.91,1.70,6.93
Linear,socket,37,512,4.94,1.74,6.94
Linear,socket,37,1024,5.60,2.07,8.03
Linear,socket,37,2048,7.28,3.15,10.76
Linear,socket,37,4096,9.97,4.45,16.20
Linear,socket,37,8192,14.02,7.01,22.60
Linear,socket,37,16384,24.76,8.50,42.43
Linear,socket,37,32768,38.28,10.53,65.39
Linear,socket,37,65536,66.26,14.43,111.05
Linear,socket,37,131072,130.84,19.56,201.34
Linear,socket,37,262144,256.27,30.73,384.01
Linear,socket,37,524288,513.21,52.22,747.81
Linear,socket,37,1048576,1017.66,95.24,1470.60
Linear,socket,38,1,3.39,0.77,4.79
Linear,socket,38,2,3.32,0.78,4.70
Linear,socket,38,4,3.32,0.77,4.71
Linear,socket,38,8,3.34,0.78,4.73
Linear,socket,38,16,3.33,0.79,4.69
Linear,socket,38,32,3.77,0.94,5.53
Linear,socket,38,64,3.80,0.85,5.46
Linear,socket,38,128,4.52,1.63,6.19
Linear,socket,38,256,4.88,1.69,6.98
Linear,socket,38,512,4.92,1.74,7.03
Linear,socket,38,1024,5.59,2.12,8.11
Linear,socket,38,2048,7.25,3.18,10.81
Linear,socket,38,4096,9.88,4.52,15.95
Linear,socket,38,8192,14.31,6.97,23.15
Linear,socket,38,16384,25.33,8.70,43.12
Linear,socket,38,32768,39.50,10.98,67.02
Linear,socket,38,65536,68.61,14.82,113.88
Linear,socket,38,131072,137.58,19.62,210.26
Linear,socket,38,262144,270.95,30.67,403.01
Linear,socket,38,524288,547.00,52.19,795.68
Linear,socket,38,1048576,1080.78,95.09,1561.81
Linear,socket,39,1,3.24,0.78,4.48
Linear,socket,39,2,3.20,0.78,4.41
Linear,socket,39,4,3.21,0.78,4.41
Linear,socket,39,8,3.20,0.78,4.41
Linear,socket,39,16,3.22,0.78,4.42
Linear,socket,39,32,3.64,0.95,5.18
Linear,socket,39,64,3.71,0.89,5.20
Linear,socket,39,128,4.44,1.64,6.05
Linear,socket,39,256,4.78,1.70,6.72
Linear,socket,39,512,4.83,1.73,6.80
Linear,socket,39,1024,5.53,2.18,7.84
Linear,socket,39,2048,7.25,3.19,10.87
Linear,socket,39,4096,9.97,4.70,16.17
Linear,socket,39,8192,14.63,7.46,23.72
Linear,socket,39,16384,24.68,8.48,41.29
Linear,socket,39,32768,38.88,10.46,65.82
Linear,socket,39,65536,69.69,14.31,116.49
Linear,socket,39,131072,144.91,19.63,217.20
Linear,socket,39,262144,286.56,30.70,421.86
Linear,socket,39,524288,577.94,52.23,834.07
Linear,socket,39,1048576,1122.24,95.21,1617.60
Linear,socket,40,1,3.25,0.74,4.69
Linear,socket,40,2,3.23,0.75,4.59
Linear,socket,40,4,3.22,0.74,4.56
Linear,socket,40,8,3.22,0.74,4.58
Linear,socket,40,16,3.22,0.74,4.56
Linear,socket,40,32,3.68,0.94,5.38
Linear,socket,40,64,3.76,0.88,5.44
Linear,socket,40,128,4.57,1.69,6.44
Linear,socket,40,256,4.73,1.76,6.76
Linear,socket,40,512,4.87,1.73,7.06
Linear,socket,40,1024,5.61,2.19,8.27
Linear,socket,40,2048,7.29,3.20,10.91
Linear,socket,40,4096,10.10,4.60,16.46
Linear,socket,40,8192,14.88,7.04,24.29
Linear,socket,40,16384,25.20,8.51,42.42
Linear,socket,40,32768,39.29,10.51,67.27
Linear,socket,40,65536,70.04,14.39,119.63
Linear,socket,40,131072,149.38,19.66,226.40
Linear,socket,40,262144,298.47,30.65,443.22
Linear,socket,40,524288,603.23,52.14,876.53
Linear,socket,40,1048576,1189.86,95.15,1721.04
Linear,socket,41,1,3.10,0.70,4.47
Linear,socket,41,2,3.07,0.69,4.48
Linear,socket,41,4,3.07,0.70,4.47
Linear,socket,41,8,3.07,0.69,4.49
Linear,socket,41,16,3.07,0.70,4.48
Linear,socket,41,32,3.45,0.85,5.13
Linear,socket,41,64,3.64,0.84,5.37
Linear,socket,41,128,4.27,1.59,6.12
Linear,socket,41,256,4.53,1.67,6.56
Linear,socket,41,512,4.71,1.69,6.96
Linear,socket,41,1024,5.46,2.06,8.25
Linear,socket,41,2048,7.19,3.24,11.00
Linear,socket,41,4096,10.01,4.66,16.42
Linear,socket,41,8192,15.02,7.22,24.71
Linear,socket,41,16384,25.04,8.38,42.90
Linear,socket,41,32768,40.13,10.22,69.27
Linear,socket,41,65536,73.03,14.20,125.06
Linear,socket,41,131072,159.28,19.56,237.93
Linear,socket,41,262144,322.95,30.64,466.83
Linear,socket,41,524288,654.92,52.19,923.60
Linear,socket,41,1048576,1309.89,95.29,1823.35
Linear,socket,42,1,3.14,0.71,4.74
Linear,socket,42,2,3.09,0.71,4.57
Linear,socket,42,4,3.09,0.71,4.54
Linear,socket,42,8,3.09,0.71,4.57
Linear,socket,42,16,3.09,0.71,4.57
Linear,socket,42,32,3.54,0.92,5.29
Linear,socket,42,64,3.67,0.85,5.50
Linear,socket,42,128,4.43,1.61,6.34
Linear,socket,42,256,4.52,1.62,6.58
Linear,socket,42,512,4.82,1.72,7.09
Linear,socket,42,1024,5.52,2.12,8.24
Linear,socket,42,2048,7.26,3.14,11.03
Linear,socket,42,4096,10.18,4.52,16.70
Linear,socket,42,8192,15.52,7.21,25.45
Linear,socket,42,16384,25.10,8.66,42.71
Linear,socket,42,32768,41.35,10.58,71.56
Linear,socket,42,65536,75.30,14.48,129.41
Linear,socket,42,131072,166.50,19.72,248.16
Linear,socket,42,262144,338.30,30.78,487.85
Linear,socket,42,524288,685.80,52.24,965.21
Linear,socket,42,1048576,1359.36,95.23,1899.46
Linear,socket,43,1,3.05,0.71,4.54
Linear,socket,43,2,3.04,0.71,4.51
Linear,socket,43,4,3.04,0.72,4.50
Linear,socket,43,8,3.04,0.71,4.52
Linear,socket,43,16,3.03,0.71,4.51
Linear,socket,43,32,3.48,0.91,5.25
Linear,socket,43,64,3.63,0.85,5.47
Linear,socket,43,128,4.50,1.62,6.55
Linear,socket,43,256,4.45,1.66,6.44
Linear,socket,43,512,4.73,1.71,6.97
Linear,socket,43,1024,5.49,2.12,8.22
Linear,socket,43,2048,7.32,3.11,11.42
Linear,socket,43,4096,10.39,4.35,17.12
Linear,socket,43,8192,15.75,6.66,25.86
Linear,socket,43,16384,25.64,8.33,42.77
Linear,socket,43,32768,42.48,10.38,73.65
Linear,socket,43,65536,78.21,14.29,134.53
Linear,socket,43,131072,175.79,19.71,258.51
Linear,socket,43,262144,352.27,30.70,505.91
Linear,socket,43,524288,714.20,52.15,1001.47
Linear,socket,43,1048576,1387.66,95.44,1946.40
Linear,socket,44,1,2.94,0.72,4.47
Linear,socket,44,2,2.92,0.72,4.43
Linear,socket,44,4,2.92,0.73,4.41
Linear,socket,44,8,2.91,0.72,4.42
Linear,socket,44,16,2.91,0.73,4.41
Linear,socket,44,32,3.35,0.90,5.21
Linear,socket,44,64,3.54,0.87,5.45
Linear,socket,44,128,4.39,1.60,6.71
Linear,socket,44,256,4.41,1.64,6.51
Linear,socket,44,512,4.63,1.68,6.98
Linear,socket,44,1024,5.44,2.07,8.20
Linear,socket,44,2048,7.33,3.36,11.62
Linear,socket,44,4096,10.46,4.78,17.28
Linear,socket,44,8192,16.22,7.33,26.66
Linear,socket,44,16384,26.38,8.50,44.22
Linear,socket,44,32768,44.26,10.33,76.97
Linear,socket,44,65536,81.14,14.35,139.84
Linear,socket,44,131072,181.58,19.65,270.74
Linear,socket,44,262144,367.58,30.66,530.20
Linear,socket,44,524288,744.22,52.17,1049.47
Linear,socket,44,1048576,1481.81,95.11,2073.75
Linear,socket,45,1,2.89,0.71,4.54
Linear,socket,45,2,2.92,0.75,4.56
Linear,socket,45,4,2.91,0.75,4.54
Linear,socket,45,8,2.91,0.73,4.67
Linear,socket,45,16,2.88,0.71,4.52
Linear,socket,45,32,3.30,0.88,5.29
Linear,socket,45,64,3.49,0.84,5.55
Linear,socket,45,128,4.38,1.64,6.70
Linear,socket,45,256,4.33,1.61,6.52
Linear,socket,45,512,4.60,1.69,7.03
Linear,socket,45,1024,5.46,2.13,8.39
Linear,socket,45,2048,7.40,3.09,12.05
Linear,socket,45,4096,10.68,4.60,17.70
Linear,socket,45,8192,16.68,7.07,27.43
Linear,socket,45,16384,26.81,8.22,45.31
Linear,socket,45,32768,44.97,10.27,78.94
Linear,socket,45,65536,84.06,14.36,144.88
Linear,socket,45,131072,190.57,19.81,281.41
Linear,socket,45,262144,387.02,30.83,552.24
Linear,socket,45,524288,780.66,52.28,1091.74
Linear,socket,45,1048576,1468.42,95.72,2087.14
Linear,socket,46,1,2.87,0.69,4.57
Linear,socket,46,2,2.85,0.70,4.53
Linear,socket,46,4,2.85,0.69,4.54
Linear,socket,46,8,2.84,0.69,4.53
Linear,socket,46,16,2.85,0.69,4.55
Linear,socket,46,32,3.27,0.90,5.25
Linear,socket,46,64,3.48,0.84,5.50
Linear,socket,46,128,4.42,1.62,6.82
Linear,socket,46,256,4.36,1.69,6.55
Linear,socket,46,512,4.62,1.73,7.05
Linear,socket,46,1024,5.46,2.12,8.39
Linear,socket,46,2048,7.33,3.14,12.08
Linear,socket,46,4096,10.82,4.55,17.92
Linear,socket,46,8192,17.02,6.89,28.02
Linear,socket,46,16384,26.88,8.30,45.71
Linear,socket,46,32768,46.24,10.36,81.14
Linear,socket,46,65536,80.54,14.33,143.70
Linear,socket,46,131072,179.31,19.73,275.04
Linear,socket,46,262144,377.51,30.87,553.47
Linear,socket,46,524288,789.18,52.61,1118.98
Linear,socket,46,1048576,1584.93,95.64,2217.64
Linear,socket,47,1,2.84,0.73,4.44
Linear,socket,47,2,2.83,0.73,4.41
Linear,socket,47,4,2.83,0.73,4.43
Linear,socket,47,8,2.83,0.72,4.42
Linear,socket,47,16,2.82,0.73,4.40
Linear,socket,47,32,3.24,0.92,5.03
Linear,socket,47,64,3.47,0.87,5.33
Linear,socket,47,128,4.33,1.60,6.87
Linear,socket,47,256,4.36,1.70,6.53
Linear,socket,47,512,4.61,1.73,7.03
Linear,socket,47,1024,5.49,2.18,8.47
Linear,socket,47,2048,7.64,3.19,12.78
Linear,socket,47,4096,11.07,4.61,18.37
Linear,socket,47,8192,17.70,7.09,29.02
Linear,socket,47,16384,28.41,8.94,47.95
Linear,socket,47,32768,48.91,11.02,84.79
Linear,socket,47,65536,90.68,14.98,156.32
Linear,socket,47,131072,205.48,19.87,303.62
Linear,socket,47,262144,417.43,30.87,597.41
Linear,socket,47,524288,845.34,52.43,1183.42
Linear,socket,47,1048576,1702.77,95.30,2347.48
Linear,socket,48,1,2.84,0.72,4.51
Linear,socket,48,2,2.82,0.71,4.47
Linear,socket,48,4,2.82,0.71,4.48
Linear,socket,48,8,2.81,0.71,4.46
Linear,socket,48,16,2.82,0.71,4.47
Linear,socket,48,32,3.26,0.91,5.13
Linear,socket,48,64,3.49,0.86,5.42
Linear,socket,48,128,4.38,1.66,6.75
Linear,socket,48,256,4.35,1.64,6.58
Linear,socket,48,512,4.68,1.78,7.13
Linear,socket,48,1024,5.58,2.12,8.71
Linear,socket,48,2048,7.63,3.21,12.70
Linear,socket,48,4096,11.28,4.53,18.73
Linear,socket,48,8192,17.97,6.98,29.51
Linear,socket,48,16384,28.13,8.72,47.74
Linear,socket,48,32768,48.49,10.82,84.50
Linear,socket,48,65536,91.46,14.80,158.65
Linear,socket,48,131072,210.52,19.82,310.37
Linear,socket,48,262144,427.34,30.90,613.96
Linear,socket,48,524288,865.45,52.46,1219.13
Linear,socket,48,1048576,1718.62,95.64,2408.37
Linear,node,2,1,1.03,0.12,1.94
Linear,node,2,2,1.00,0.10,1.91
Linear,node,2,4,1.02,0.11,1.93
Linear,node,2,8,1.02,0.12,1.92
Linear,node,2,16,1.02,0.12,1.93
Linear,node,2,32,1.05,0.12,1.98
Linear,node,2,64,1.27,0.12,2.43
Linear,node,2,128,1.13,0.12,2.13
Linear,node,2,256,1.23,0.14,2.33
Linear,node,2,512,1.27,0.16,2.39
Linear,node,2,1024,1.40,0.21,2.59
Linear,node,2,2048,1.78,0.28,3.28
Linear,node,2,4096,3.13,3.03,3.24
Linear,node,2,8192,4.01,3.94,4.07
Linear,node,2,16384,5.57,5.38,5.77
Linear,node,2,32768,8.26,8.11,8.41
Linear,node,2,65536,11.74,10.80,12.68
Linear,node,2,131072,17.14,16.17,18.11
Linear,node,2,262144,28.03,27.08,28.99
Linear,node,2,524288,49.89,48.94,50.84
Linear,node,2,1048576,93.81,92.85,94.76
Linear,node,3,1,1.40,0.37,2.82
Linear,node,3,2,1.18,0.27,2.43
Linear,node,3,4,1.17,0.26,2.45
Linear,node,3,8,1.15,0.25,2.39
Linear,node,3,16,1.17,0.26,2.44
Linear,node,3,32,1.18,0.27,2.25
Linear,node,3,64,1.49,0.28,3.18
Linear,node,3,128,1.27,0.31,2.12
Linear,node,3,256,1.46,0.43,2.41
Linear,node,3,512,1.54,0.58,2.25
Linear,node,3,1024,1.72,0.71,2.32
Linear,node,3,2048,2.20,0.78,3.33
Linear,node,3,4096,3.01,1.36,4.26
Linear,node,3,8192,4.22,2.38,5.18
Linear,node,3,16384,5.95,4.69,8.29
Linear,node,3,32768,8.83,8.40,9.63
Linear,node,3,65536,13.15,12.55,13.52
Linear,node,3,131072,18.11,14.56,20.67
Linear,node,3,262144,29.32,20.93,33.80
Linear,node,3,524288,53.48,41.05,60.01
Linear,node,3,1048576,104.85,87.50,113.83
Linear,node,4,1,0.49,0.34,0.64
Linear,node,4,2,0.36,0.25,0.51
Linear,node,4,4,0.36,0.23,0.50
Linear,node,4,8,0.35,0.23,0.49
Linear,node,4,16,0.35,0.23,0.49
Linear,node,4,32,0.52,0.23,0.82
Linear,node,4,64,0.70,0.24,1.04
Linear,node,4,128,0.77,0.28,1.14
Linear,node,4,256,0.98,0.45,1.37
Linear,node,4,512,1.15,0.59,1.63
Linear,node,4,1024,1.42,0.68,2.07
Linear,node,4,2048,2.02,0.77,3.20
Linear,node,4,4096,3.16,1.32,4.90
Linear,node,4,8192,5.09,2.42,7.71
Linear,node,4,16384,8.72,4.47,13.09
Linear,node,4,32768,13.41,7.83,19.07
Linear,node,4,65536,21.16,12.61,29.77
Linear,node,4,131072,34.15,13.98,52.25
Linear,node,4,262144,48.40,20.87,69.80
Linear,node,4,524288,90.08,40.26,130.21
Linear,node,4,1048576,177.22,82.05,256.62
Linear,node,5,1,0.68,0.55,0.87
Linear,node,5,2,0.49,0.39,0.63
Linear,node,5,4,0.47,0.36,0.62
Linear,node,5,8,0.46,0.36,0.59
Linear,node,5,16,0.47,0.37,0.61
Linear,node,5,32,0.68,0.49,0.95
Linear,node,5,64,0.77,0.45,1.13
Linear,node,5,128,0.96,0.72,1.29
Linear,node,5,256,1.15,0.85,1.60
Linear,node,5,512,1.28,0.92,1.77
Linear,node,5,1024,1.60,1.11,2.22
Linear,node,5,2048,2.31,1.55,3.37
Linear,node,5,4096,3.54,2.35,5.07
Linear,node,5,8192,5.55,3.74,7.91
Linear,node,5,16384,9.56,7.08,13.11
Linear,node,5,32768,14.88,11.84,18.97
Linear,node,5,65536,23.25,17.69,29.98
Linear,node,5,131072,39.89,29.80,51.56
Linear,node,5,262144,55.15,39.38,71.47
Linear,node,5,524288,106.52,76.28,132.96
Linear,node,5,1048576,224.42,160.13,262.33
Linear,node,6,1,0.71,0.51,1.10
Linear,node,6,2,0.56,0.37,0.89
Linear,node,6,4,0.56,0.40,0.84
Linear,node,6,8,0.55,0.38,0.84
Linear,node,6,16,0.56,0.39,0.84
Linear,node,6,32,0.86,0.52,1.17
Linear,node,6,64,0.97,0.56,1.34
Linear,node,6,128,1.12,0.72,1.46
Linear,node,6,256,1.35,0.90,1.74
Linear,node,6,512,1.47,0.94,1.82
Linear,node,6,1024,1.81,1.11,2.30
Linear,node,6,2048,2.73,1.56,3.57
Linear,node,6,4096,4.14,2.38,5.45
Linear,node,6,8192,6.43,3.81,8.44
Linear,node,6,16384,11.12,7.10,15.92
Linear,node,6,32768,17.27,11.63,23.70
Linear,node,6,65536,27.34,17.63,38.15
Linear,node,6,131072,47.17,29.53,66.52
Linear,node,6,262144,78.53,37.66,123.70
Linear,node,6,524288,151.25,72.43,235.20
Linear,node,6,1048576,303.57,147.84,459.96
Linear,node,7,1,0.95,0.53,1.32
Linear,node,7,2,0.79,0.41,1.10
Linear,node,7,4,0.75,0.39,1.02
Linear,node,7,8,0.75,0.40,1.04
Linear,node,7,16,0.75,0.39,1.03
Linear,node,7,32,1.03,0.43,1.39
Linear,node,7,64,1.08,0.43,1.49
Linear,node,7,128,1.36,0.77,1.66
Linear,node,7,256,1.60,0.93,1.95
Linear,node,7,512,1.74,0.97,2.08
Linear,node,7,1024,2.12,1.21,2.53
Linear,node,7,2048,2.98,1.62,3.77
Linear,node,7,4096,4.52,2.46,5.72
Linear,node,7,8192,6.91,3.87,8.70
Linear,node,7,16384,12.39,7.56,16.16
Linear,node,7,32768,19.19,12.63,23.88
Linear,node,7,65536,29.84,19.72,38.03
Linear,node,7,131072,51.25,34.62,65.99
Linear,node,7,262144,84.88,50.29,120.26
Linear,node,7,524288,163.60,107.80,227.53
Linear,node,7,1048576,323.03,229.51,444.50
Linear,node,8,1,1.93,0.62,3.21
Linear,node,8,2,1.84,0.51,3.16
Linear,node,8,4,1.79,0.47,3.13
Linear,node,8,8,1.77,0.47,3.09
Linear,node,8,16,1.79,0.47,3.14
Linear,node,8,32,2.10,0.62,3.69
Linear,node,8,64,2.21,0.47,4.04
Linear,node,8,128,2.47,0.86,4.22
Linear,node,8,256,2.71,1.03,4.49
Linear,node,8,512,2.90,1.12,4.85
