Algorithm,Allocation,Processes,MessageSize,Latency
Basic_Linear,core,11,65536,30.03
Basic_Linear,core,11,131072,68.07
Basic_Linear,core,11,262144,112.89
Basic_Linear,core,11,524288,142.17
Basic_Linear,core,11,1048576,682.67
Basic_Linear,core,12,1,0.86
Basic_Linear,core,12,2,0.85
Basic_Linear,core,12,4,0.86
Basic_Linear,core,12,8,0.94
Basic_Linear,core,12,16,0.96
Basic_Linear,core,12,32,1.11
Basic_Linear,core,12,64,1.26
Basic_Linear,core,12,128,1.45
Basic_Linear,core,12,256,1.63
Basic_Linear,core,12,512,2.03
Basic_Linear,core,12,1024,2.87
Basic_Linear,core,12,2048,4.43
Basic_Linear,core,12,4096,7.43
Basic_Linear,core,12,8192,11.32
Basic_Linear,core,12,16384,10.76
Basic_Linear,core,12,32768,18.81
Basic_Linear,core,12,65536,39.51
Basic_Linear,core,12,131072,82.08
Basic_Linear,core,12,262144,101.04
Basic_Linear,core,12,524288,152.65
Basic_Linear,core,12,1048576,794.42
Basic_Linear,core,13,1,0.98
Basic_Linear,core,13,2,0.98
Basic_Linear,core,13,4,0.96
Basic_Linear,core,13,8,1.00
Basic_Linear,core,13,16,1.05
Basic_Linear,core,13,32,1.27
Basic_Linear,core,13,64,1.39
Basic_Linear,core,13,128,1.66
Basic_Linear,core,13,256,1.85
Basic_Linear,core,13,512,2.32
Basic_Linear,core,13,1024,3.57
Basic_Linear,core,13,2048,5.31
Basic_Linear,core,13,4096,7.92
Basic_Linear,core,13,8192,13.03
Basic_Linear,core,13,16384,11.60
Basic_Linear,core,13,32768,22.11
Basic_Linear,core,13,65536,47.86
Basic_Linear,core,13,131072,60.45
Basic_Linear,core,13,262144,111.07
Basic_Linear,core,13,524288,175.30
Basic_Linear,core,13,1048576,842.37
Basic_Linear,core,14,1,0.78
Basic_Linear,core,14,2,0.77
Basic_Linear,core,14,4,0.77
Basic_Linear,core,14,8,0.80
Basic_Linear,core,14,16,0.90
Basic_Linear,core,14,32,1.07
Basic_Linear,core,14,64,1.27
Basic_Linear,core,14,128,1.48
Basic_Linear,core,14,256,1.77
Basic_Linear,core,14,512,2.33
Basic_Linear,core,14,1024,3.78
Basic_Linear,core,14,2048,5.66
Basic_Linear,core,14,4096,8.70
Basic_Linear,core,14,8192,14.82
Basic_Linear,core,14,16384,12.46
Basic_Linear,core,14,32768,24.56
Basic_Linear,core,14,65536,53.56
Basic_Linear,core,14,131072,67.10
Basic_Linear,core,14,262144,122.00
Basic_Linear,core,14,524288,172.55
Basic_Linear,core,14,1048576,903.10
Basic_Linear,core,15,1,0.80
Basic_Linear,core,15,2,0.80
Basic_Linear,core,15,4,0.80
Basic_Linear,core,15,8,0.83
Basic_Linear,core,15,16,0.96
Basic_Linear,core,15,32,1.22
Basic_Linear,core,15,64,1.37
Basic_Linear,core,15,128,1.62
Basic_Linear,core,15,256,1.91
Basic_Linear,core,15,512,2.99
Basic_Linear,core,15,1024,3.82
Basic_Linear,core,15,2048,6.06
Basic_Linear,core,15,4096,10.03
Basic_Linear,core,15,8192,17.02
Basic_Linear,core,15,16384,11.38
Basic_Linear,core,15,32768,22.33
Basic_Linear,core,15,65536,48.06
Basic_Linear,core,15,131072,116.94
Basic_Linear,core,15,262144,137.66
Basic_Linear,core,15,524288,156.88
Basic_Linear,core,15,1048576,959.19
Basic_Linear,core,16,1,1.33
Basic_Linear,core,16,2,1.32
Basic_Linear,core,16,4,1.35
Basic_Linear,core,16,8,1.40
Basic_Linear,core,16,16,1.58
Basic_Linear,core,16,32,1.92
Basic_Linear,core,16,64,2.16
Basic_Linear,core,16,128,2.44
Basic_Linear,core,16,256,3.12
Basic_Linear,core,16,512,3.56
Basic_Linear,core,16,1024,5.34
Basic_Linear,core,16,2048,7.68
Basic_Linear,core,16,4096,12.05
Basic_Linear,core,16,8192,20.54
Basic_Linear,core,16,16384,21.75
Basic_Linear,core,16,32768,28.96
Basic_Linear,core,16,65536,65.39
Basic_Linear,core,16,131072,137.30
Basic_Linear,core,16,262144,157.52
Basic_Linear,core,16,524288,162.78
Basic_Linear,core,16,1048576,266.06
Basic_Linear,core,17,1,2.55
Basic_Linear,core,17,2,2.53
Basic_Linear,core,17,4,2.57
Basic_Linear,core,17,8,2.64
Basic_Linear,core,17,16,2.82
Basic_Linear,core,17,32,3.22
Basic_Linear,core,17,64,3.42
Basic_Linear,core,17,128,4.46
