Algorithm,Allocation,Processes,MessageSize,Latency
Default,core,17,2,2.58
Default,core,17,4,2.61
Default,core,17,8,2.64
Default,core,17,16,2.85
Default,core,17,32,3.75
Default,core,17,64,3.92
Default,core,17,128,4.05
Default,core,17,256,4.34
Default,core,17,512,5.37
Default,core,17,1024,7.19
Default,core,17,2048,10.11
Default,core,17,4096,14.88
Default,core,17,8192,23.93
Default,core,17,16384,24.47
Default,core,17,32768,31.64
Default,core,17,65536,71.19
Default,core,17,131072,88.19
Default,core,17,262144,147.53
Default,core,17,524288,177.41
Default,core,17,1048576,266.02
Default,core,18,1,2.54
Default,core,18,2,2.50
Default,core,18,4,2.56
Default,core,18,8,2.61
Default,core,18,16,2.82
Default,core,18,32,3.50
Default,core,18,64,3.92
Default,core,18,128,4.03
Default,core,18,256,4.43
Default,core,18,512,5.45
Default,core,18,1024,7.04
Default,core,18,2048,9.88
Default,core,18,4096,14.95
Default,core,18,8192,25.08
Default,core,18,16384,26.29
Default,core,18,32768,23.57
Default,core,18,65536,61.12
Default,core,18,131072,143.56
Default,core,18,262144,159.99
Default,core,18,524288,223.66
Default,core,18,1048576,288.50
Default,core,19,1,2.28
Default,core,19,2,2.30
Default,core,19,4,2.34
Default,core,19,8,2.41
Default,core,19,16,2.64
Default,core,19,32,3.26
Default,core,19,64,4.10
Default,core,19,128,3.85
Default,core,19,256,4.33
Default,core,19,512,5.27
Default,core,19,1024,6.97
Default,core,19,2048,9.93
Default,core,19,4096,15.90
Default,core,19,8192,26.96
Default,core,19,16384,28.56
Default,core,19,32768,35.36
Default,core,19,65536,79.70
Default,core,19,131072,127.73
Default,core,19,262144,142.77
Default,core,19,524288,220.44
Default,core,19,1048576,288.98
Default,core,20,1,2.34
Default,core,20,2,2.35
Default,core,20,4,2.39
Default,core,20,8,2.50
Default,core,20,16,2.71
Default,core,20,32,3.76
Default,core,20,64,3.70
Default,core,20,128,3.89
Default,core,20,256,4.50
Default,core,20,512,5.44
Default,core,20,1024,7.24
Default,core,20,2048,10.59
Default,core,20,4096,16.92
Default,core,20,8192,29.14
Default,core,20,16384,31.33
Default,core,20,32768,36.65
Default,core,20,65536,56.55
Default,core,20,131072,115.66
Default,core,20,262144,135.78
Default,core,20,524288,221.23
Default,core,20,1048576,319.98
Default,core,21,1,2.16
Default,core,21,2,2.14
Default,core,21,4,2.18
Default,core,21,8,2.30
Default,core,21,16,2.45
Default,core,21,32,3.45
Default,core,21,64,3.34
Default,core,21,128,3.82
Default,core,21,256,4.44
Default,core,21,512,5.36
Default,core,21,1024,7.30
Default,core,21,2048,11.39
Default,core,21,4096,18.06
Default,core,21,8192,31.15
Default,core,21,16384,33.58
Default,core,21,32768,30.49
Default,core,21,65536,79.10
Default,core,21,131072,136.10
Default,core,21,262144,148.86
Default,core,21,524288,218.94
Default,core,21,1048576,290.70
Default,core,22,1,2.04
Default,core,22,2,2.05
Default,core,22,4,2.13
Default,core,22,8,2.25
Default,core,22,16,2.62
Default,core,22,32,3.03
Default,core,22,64,3.84
Default,core,22,128,3.84
Default,core,22,256,4.43
Default,core,22,512,5.46
Default,core,22,1024,7.56
Default,core,22,2048,11.76
