Iteration,Threads,Elapsed Time(s)
1,2,0.538325
1,4,0.536872
1,6,0.537939
1,8,0.542066
1,10,0.540583
1,12,0.542246
1,14,0.631129
1,16,0.720890
1,18,0.810049
1,20,0.897494
1,22,0.986477
1,24,1.076539
2,2,0.533571
2,4,0.536027
2,6,0.538119
2,8,0.541967
2,10,0.542682
2,12,0.548045
2,14,0.630758
2,16,0.719994
2,18,0.808899
2,20,0.897315
2,22,0.986469
2,24,1.077463
