Iteration,Threads,Elapsed Time(s)
1,2,0.269774
1,4,0.138304
1,6,0.094578
1,8,0.072610
1,10,0.059816
1,12,0.050649
1,14,0.049956
1,16,0.050150
1,18,0.049727
1,20,0.048696
1,22,0.047924
1,24,0.047641
2,2,0.269970
2,4,0.137899
2,6,0.094339
2,8,0.072725
2,10,0.060109
2,12,0.050852
2,14,0.050214
2,16,0.051093
2,18,0.049174
2,20,0.047905
2,22,0.048509
2,24,0.047513
