Core 1,Core 2,Message Size,Latency
4,12,512,1.28
4,12,1024,1.46
4,12,2048,2.0
4,12,4096,2.8
4,12,8192,4.37
4,12,16384,7.16
4,12,32768,12.35
4,12,65536,22.32
4,12,131072,42.79
4,12,262144,18.72
4,12,524288,33.82
4,12,1048576,68.28
4,14,1,0.41
4,14,2,0.41
4,14,4,0.41
4,14,8,0.41
4,14,16,0.41
4,14,32,0.56
4,14,64,0.55
4,14,128,0.97
4,14,256,1.06
4,14,512,1.22
4,14,1024,1.48
4,14,2048,1.99
4,14,4096,2.79
4,14,8192,4.35
4,14,16384,7.12
4,14,32768,12.13
4,14,65536,22.15
4,14,131072,42.19
4,14,262144,19.02
4,14,524288,34.03
4,14,1048576,68.47
4,16,1,0.41
4,16,2,0.4
4,16,4,0.4
4,16,8,0.4
4,16,16,0.4
4,16,32,0.57
4,16,64,0.55
4,16,128,0.96
4,16,256,1.08
4,16,512,1.23
4,16,1024,1.47
4,16,2048,2.0
4,16,4096,2.8
4,16,8192,4.36
4,16,16384,7.12
4,16,32768,12.1
4,16,65536,22.11
4,16,131072,41.95
4,16,262144,19.23
4,16,524288,33.52
4,16,1048576,67.23
4,18,1,0.4
4,18,2,0.4
4,18,4,0.4
4,18,8,0.4
4,18,16,0.41
4,18,32,0.6
4,18,64,0.53
4,18,128,0.95
4,18,256,1.04
4,18,512,1.2
4,18,1024,1.37
4,18,2048,1.68
4,18,4096,2.49
4,18,8192,3.76
4,18,16384,5.8
4,18,32768,9.84
4,18,65536,17.87
4,18,131072,34.03
4,18,262144,19.24
4,18,524288,34.0
4,18,1048576,68.1
4,20,1,0.41
4,20,2,0.41
4,20,4,0.41
4,20,8,0.41
4,20,16,0.41
4,20,32,0.56
4,20,64,0.55
4,20,128,0.97
4,20,256,1.07
4,20,512,1.23
4,20,1024,1.47
4,20,2048,2.0
4,20,4096,2.8
4,20,8192,4.38
4,20,16384,7.13
4,20,32768,12.21
4,20,65536,22.28
4,20,131072,42.71
4,20,262144,19.15
4,20,524288,33.76
4,20,1048576,69.07
4,22,1,0.41
4,22,2,0.4
4,22,4,0.41
4,22,8,0.41
4,22,16,0.41
4,22,32,0.59
4,22,64,0.54
4,22,128,0.95
4,22,256,1.01
4,22,512,1.19
4,22,1024,1.36
4,22,2048,1.68
4,22,4096,2.48
4,22,8192,3.74
4,22,16384,5.78
4,22,32768,9.77
4,22,65536,17.73
4,22,131072,33.8
4,22,262144,18.62
4,22,524288,32.71
4,22,1048576,65.93
6,6,1,4009.03
6,6,2,4021.58
6,6,4,4033.83
6,6,8,4031.83
6,6,16,4017.33
6,6,32,4004.23
6,6,64,3981.63
6,6,128,3980.58
6,6,256,4018.43
6,6,512,3987.48
6,6,1024,4026.78
6,6,2048,4033.78
6,6,4096,4010.03
6,6,8192,4014.03
6,6,16384,4045.48
6,6,32768,4073.98
6,6,65536,4066.0
6,6,131072,4039.98
6,6,262144,4043.98
6,6,524288,4016.97
6,6,1048576,3990.96
6,8,1,0.19
6,8,2,0.19
6,8,4,0.19
6,8,8,0.19
6,8,16,0.19
6,8,32,0.23
6,8,64,0.23
6,8,128,0.33
6,8,256,0.38
6,8,512,0.45
6,8,1024,0.55
6,8,2048,0.76
6,8,4096,1.21
6,8,8192,2.04
6,8,16384,3.17
6,8,32768,4.98
6,8,65536,8.44
6,8,131072,15.06
6,8,262144,17.54
6,8,524288,32.43
6,8,1048576,65.63
6,10,1,0.19
6,10,2,0.19
6,10,4,0.19
6,10,8,0.19
6,10,16,0.19
6,10,32,0.24
6,10,64,0.23
6,10,128,0.32
6,10,256,0.37
6,10,512,0.45
6,10,1024,0.54
6,10,2048,0.75
6,10,4096,1.2
6,10,8192,2.05
6,10,16384,3.21
6,10,32768,5.03
6,10,65536,8.59
6,10,131072,15.31
6,10,262144,17.54
6,10,524288,32.06
6,10,1048576,65.53
6,12,1,0.42
6,12,2,0.42
6,12,4,0.42
6,12,8,0.42
6,12,16,0.42
6,12,32,0.56
6,12,64,0.55
6,12,128,1.04
6,12,256,1.1
6,12,512,1.26
6,12,1024,1.48
6,12,2048,2.02
6,12,4096,2.8
6,12,8192,4.4
6,12,16384,7.21
6,12,32768,12.28
6,12,65536,22.31
6,12,131072,42.14
6,12,262144,18.95
6,12,524288,34.67
6,12,1048576,71.49
6,14,1,0.4
6,14,2,0.4
6,14,4,0.41
6,14,8,0.4
6,14,16,0.4
6,14,32,0.59
6,14,64,0.54
6,14,128,0.89
6,14,256,1.0
6,14,512,1.19
6,14,1024,1.35
6,14,2048,1.68
6,14,4096,2.49
6,14,8192,3.76
6,14,16384,5.83
6,14,32768,9.85
6,14,65536,17.86
6,14,131072,34.01
6,14,262144,19.13
6,14,524288,34.69
6,14,1048576,70.74
6,16,1,0.41
6,16,2,0.4
6,16,4,0.4
6,16,8,0.41
6,16,16,0.4
6,16,32,0.59
6,16,64,0.54
6,16,128,0.88
6,16,256,0.98
6,16,512,1.17
6,16,1024,1.36
6,16,2048,1.68
6,16,4096,2.49
6,16,8192,3.76
6,16,16384,5.83
6,16,32768,10.0
6,16,65536,17.86
6,16,131072,33.94
6,16,262144,19.54
6,16,524288,34.38
6,16,1048576,67.83
6,18,1,0.4
6,18,2,0.4
6,18,4,0.4
6,18,8,0.4
6,18,16,0.4
6,18,32,0.56
6,18,64,0.55
6,18,128,1.01
6,18,256,1.11
6,18,512,1.26
6,18,1024,1.46
6,18,2048,2.02
6,18,4096,2.79
6,18,8192,4.36
6,18,16384,7.13
6,18,32768,12.21
6,18,65536,22.32
6,18,131072,42.81
6,18,262144,19.82
6,18,524288,33.9
6,18,1048576,66.7
6,20,1,0.4
6,20,2,0.4
6,20,4,0.4
6,20,8,0.4
6,20,16,0.4
6,20,32,0.56
6,20,64,0.54
6,20,128,1.03
6,20,256,1.09
6,20,512,1.29
6,20,1024,1.48
6,20,2048,2.0
6,20,4096,2.79
6,20,8192,4.38
6,20,16384,7.18
6,20,32768,12.26
6,20,65536,22.41
6,20,131072,42.92
6,20,262144,19.38
6,20,524288,34.57
6,20,1048576,69.22
6,22,1,0.4
6,22,2,0.4
6,22,4,0.4
6,22,8,0.4
6,22,16,0.4
6,22,32,0.57
6,22,64,0.55
6,22,128,1.01
6,22,256,1.07
6,22,512,1.23
6,22,1024,1.45
6,22,2048,1.99
6,22,4096,2.77
6,22,8192,4.31
6,22,16384,6.98
6,22,32768,11.81
6,22,65536,20.56
6,22,131072,38.28
6,22,262144,18.78
6,22,524288,33.34
6,22,1048576,67.35
8,8,1,4008.38
8,8,2,4008.93
8,8,4,4013.43
8,8,8,4017.68
8,8,16,4012.63
8,8,32,3979.53
8,8,64,4002.18
8,8,128,4016.08
8,8,256,3993.23
8,8,512,4016.23
8,8,1024,4012.28
8,8,2048,4019.78
8,8,4096,4003.58
8,8,8192,4011.78
8,8,16384,4027.48
8,8,32768,4016.48
8,8,65536,3982.49
8,8,131072,3987.48
8,8,262144,4032.48
8,8,524288,4024.47
8,8,1048576,4012.95
8,10,1,0.19
8,10,2,0.19
8,10,4,0.19
8,10,8,0.19
8,10,16,0.19
8,10,32,0.23
8,10,64,0.23
8,10,128,0.32
8,10,256,0.35
8,10,512,0.43
8,10,1024,0.54
8,10,2048,0.75
8,10,4096,1.2
8,10,8192,2.02
8,10,16384,3.13
8,10,32768,4.93
8,10,65536,8.34
8,10,131072,14.79
8,10,262144,17.29
8,10,524288,31.8
8,10,1048576,66.35
8,12,1,0.41
8,12,2,0.41
8,12,4,0.41
8,12,8,0.41
8,12,16,0.41
8,12,32,0.56
8,12,64,0.56
8,12,128,1.01
8,12,256,1.11
8,12,512,1.28
8,12,1024,1.47
8,12,2048,1.99
8,12,4096,2.79
8,12,8192,4.37
8,12,16384,7.16
8,12,32768,12.2
8,12,65536,22.35
8,12,131072,42.79
8,12,262144,18.64
8,12,524288,34.39
8,12,1048576,73.37
8,14,1,0.4
8,14,2,0.4
8,14,4,0.4
8,14,8,0.4
8,14,16,0.4
8,14,32,0.56
8,14,64,0.55
8,14,128,1.01
8,14,256,1.09
8,14,512,1.28
8,14,1024,1.46
8,14,2048,2.0
8,14,4096,2.77
8,14,8192,4.36
8,14,16384,7.11
8,14,32768,12.3
8,14,65536,22.23
8,14,131072,42.59
8,14,262144,18.61
8,14,524288,33.55
8,14,1048576,69.2
8,16,1,0.4
8,16,2,0.4
8,16,4,0.4
8,16,8,0.4
8,16,16,0.4
8,16,32,0.57
8,16,64,0.53
8,16,128,0.93
8,16,256,0.96
8,16,512,1.18
8,16,1024,1.37
8,16,2048,1.67
8,16,4096,2.48
8,16,8192,3.75
8,16,16384,5.76
8,16,32768,9.76
8,16,65536,17.74
8,16,131072,33.66
8,16,262144,19.06
8,16,524288,33.81
8,16,1048576,69.87
8,18,1,0.4
8,18,2,0.4
8,18,4,0.4
8,18,8,0.4
8,18,16,0.4
8,18,32,0.55
8,18,64,0.54
8,18,128,0.95
8,18,256,1.06
8,18,512,1.23
8,18,1024,1.5
8,18,2048,1.99
8,18,4096,2.79
8,18,8192,4.36
8,18,16384,7.12
8,18,32768,12.19
8,18,65536,22.22
8,18,131072,42.25
8,18,262144,19.09
8,18,524288,33.82
8,18,1048576,68.49
8,20,1,0.41
8,20,2,0.41
8,20,4,0.4
8,20,8,0.41
8,20,16,0.41
8,20,32,0.56
8,20,64,0.55
8,20,128,0.96
8,20,256,1.09
8,20,512,1.26
8,20,1024,1.46
8,20,2048,1.99
8,20,4096,2.8
8,20,8192,4.37
8,20,16384,7.17
8,20,32768,12.21
8,20,65536,22.33
8,20,131072,42.72
8,20,262144,18.65
8,20,524288,33.62
8,20,1048576,68.53
8,22,1,0.41
8,22,2,0.41
8,22,4,0.41
8,22,8,0.41
8,22,16,0.41
8,22,32,0.56
8,22,64,0.56
8,22,128,0.96
8,22,256,1.05
8,22,512,1.23
8,22,1024,1.45
8,22,2048,1.99
8,22,4096,2.78
8,22,8192,4.35
8,22,16384,7.12
8,22,32768,12.19
8,22,65536,22.34
8,22,131072,42.74
8,22,262144,18.69
8,22,524288,33.04
8,22,1048576,67.16
10,10,1,3983.13
10,10,2,3999.48
10,10,4,4015.33
10,10,8,4012.58
10,10,16,3994.68
10,10,32,4020.43
10,10,64,4032.03
10,10,128,4017.68
10,10,256,4014.23
10,10,512,4014.23
10,10,1024,4017.63
10,10,2048,3984.38
10,10,4096,4016.23
10,10,8192,4019.98
10,10,16384,4008.48
10,10,32768,4050.98
10,10,65536,4009.0
10,10,131072,4035.48
10,10,262144,4022.98
10,10,524288,4056.97
10,10,1048576,3980.96
10,12,1,0.4
10,12,2,0.4
10,12,4,0.4
10,12,8,0.4
10,12,16,0.4
10,12,32,0.55
10,12,64,0.55
10,12,128,0.98
10,12,256,1.08
10,12,512,1.25
10,12,1024,1.46
10,12,2048,1.99
10,12,4096,2.78
10,12,8192,4.34
10,12,16384,7.12
10,12,32768,12.08
10,12,65536,22.05
10,12,131072,42.09
10,12,262144,18.75
10,12,524288,33.31
10,12,1048576,69.56
10,14,1,0.41
10,14,2,0.41
10,14,4,0.41
10,14,8,0.41
10,14,16,0.41
10,14,32,0.56
10,14,64,0.55
10,14,128,0.96
10,14,256,1.06
10,14,512,1.23
10,14,1024,1.46
10,14,2048,2.0
10,14,4096,2.79
10,14,8192,4.36
10,14,16384,7.09
10,14,32768,12.11
10,14,65536,22.09
10,14,131072,42.05
10,14,262144,18.88
10,14,524288,33.23
10,14,1048576,67.13
10,16,1,0.41
10,16,2,0.4
10,16,4,0.4
10,16,8,0.4
10,16,16,0.4
10,16,32,0.57
10,16,64,0.52
10,16,128,0.9
10,16,256,0.95
10,16,512,1.16
10,16,1024,1.36
10,16,2048,1.67
10,16,4096,2.47
10,16,8192,3.74
10,16,16384,5.76
10,16,32768,9.77
10,16,65536,17.67
10,16,131072,33.64
10,16,262144,18.38
10,16,524288,33.18
10,16,1048576,71.12
10,18,1,0.4
10,18,2,0.4
10,18,4,0.41
10,18,8,0.4
10,18,16,0.41
10,18,32,0.6
10,18,64,0.52
10,18,128,0.87
10,18,256,0.98
10,18,512,1.21
10,18,1024,1.36
10,18,2048,1.67
10,18,4096,2.47
10,18,8192,3.75
10,18,16384,5.81
10,18,32768,9.8
10,18,65536,17.8
10,18,131072,33.91
10,18,262144,19.53
10,18,524288,34.08
10,18,1048576,68.95
10,20,1,0.4
10,20,2,0.4
10,20,4,0.4
10,20,8,0.4
10,20,16,0.4
10,20,32,0.56
10,20,64,0.55
10,20,128,0.94
10,20,256,1.07
10,20,512,1.27
10,20,1024,1.46
10,20,2048,1.99
10,20,4096,2.78
10,20,8192,4.37
10,20,16384,7.13
10,20,32768,12.18
10,20,65536,22.15
10,20,131072,42.02
10,20,262144,19.53
10,20,524288,35.11
10,20,1048576,69.4
10,22,1,0.41
10,22,2,0.41
10,22,4,0.41
10,22,8,0.41
10,22,16,0.41
10,22,32,0.56
10,22,64,0.56
10,22,128,0.96
10,22,256,1.05
10,22,512,1.26
10,22,1024,1.47
10,22,2048,1.99
10,22,4096,2.79
10,22,8192,4.34
10,22,16384,7.07
10,22,32768,12.18
10,22,65536,21.95
10,22,131072,41.76
10,22,262144,18.02
10,22,524288,33.08
10,22,1048576,69.09
12,12,1,4030.33
12,12,2,4033.38
12,12,4,4036.98
12,12,8,4040.38
12,12,16,4023.98
12,12,32,4028.78
12,12,64,4031.28
12,12,128,4026.73
12,12,256,4032.83
12,12,512,4016.83
12,12,1024,4028.78
12,12,2048,4038.18
12,12,4096,4033.23
12,12,8192,4026.18
12,12,16384,4043.48
12,12,32768,4026.98
12,12,65536,4027.5
12,12,131072,4024.48
12,12,262144,4033.48
12,12,524288,4013.47
12,12,1048576,4004.45
12,14,1,0.21
12,14,2,0.2
12,14,4,0.19
12,14,8,0.19
12,14,16,0.19
12,14,32,0.23
12,14,64,0.23
12,14,128,0.32
12,14,256,0.36
12,14,512,0.44
12,14,1024,0.54
12,14,2048,0.75
12,14,4096,1.2
12,14,8192,2.04
12,14,16384,3.18
12,14,32768,5.0
12,14,65536,8.48
12,14,131072,15.18
12,14,262144,17.83
12,14,524288,33.39
12,14,1048576,69.05
12,16,1,0.2
12,16,2,0.2
12,16,4,0.2
12,16,8,0.19
12,16,16,0.2
12,16,32,0.24
12,16,64,0.24
12,16,128,0.31
12,16,256,0.35
12,16,512,0.42
12,16,1024,0.54
12,16,2048,0.76
12,16,4096,1.21
12,16,8192,2.03
12,16,16384,3.15
12,16,32768,4.95
12,16,65536,8.43
12,16,131072,15.11
12,16,262144,17.78
12,16,524288,33.15
12,16,1048576,69.09
12,18,1,0.2
12,18,2,0.2
12,18,4,0.19
12,18,8,0.19
12,18,16,0.19
12,18,32,0.24
12,18,64,0.24
12,18,128,0.32
12,18,256,0.36
12,18,512,0.44
12,18,1024,0.54
12,18,2048,0.75
12,18,4096,1.21
12,18,8192,2.05
12,18,16384,3.16
12,18,32768,5.0
12,18,65536,8.51
12,18,131072,15.23
12,18,262144,17.82
12,18,524288,33.31
12,18,1048576,69.07
12,20,1,0.23
12,20,2,0.21
12,20,4,0.21
12,20,8,0.21
12,20,16,0.2
12,20,32,0.25
12,20,64,0.24
12,20,128,0.33
12,20,256,0.37
12,20,512,0.45
12,20,1024,0.55
12,20,2048,0.76
12,20,4096,1.21
12,20,8192,2.05
12,20,16384,3.18
12,20,32768,5.0
12,20,65536,8.53
12,20,131072,15.24
12,20,262144,17.75
12,20,524288,33.3
12,20,1048576,68.79
12,22,1,0.2
12,22,2,0.2
12,22,4,0.2
12,22,8,0.2
12,22,16,0.2
12,22,32,0.24
12,22,64,0.24
12,22,128,0.32
12,22,256,0.36
12,22,512,0.43
12,22,1024,0.54
12,22,2048,0.76
12,22,4096,1.21
12,22,8192,2.04
12,22,16384,3.19
12,22,32768,5.07
12,22,65536,8.68
12,22,131072,15.49
12,22,262144,17.48
12,22,524288,32.69
12,22,1048576,68.41
14,14,1,4031.38
14,14,2,4042.78
14,14,4,4028.93
14,14,8,4020.58
14,14,16,4036.58
14,14,32,4034.08
14,14,64,4034.68
14,14,128,4018.98
14,14,256,4027.43
14,14,512,4044.43
14,14,1024,4028.98
14,14,2048,4025.38
14,14,4096,4027.78
14,14,8192,4037.03
14,14,16384,4037.48
14,14,32768,4000.48
14,14,65536,4071.49
14,14,131072,4015.98
14,14,262144,4005.98
14,14,524288,4077.47
14,14,1048576,4044.46
14,16,1,0.26
14,16,2,0.24
14,16,4,0.23
14,16,8,0.23
14,16,16,0.21
14,16,32,0.26
14,16,64,0.24
14,16,128,0.34
14,16,256,0.37
14,16,512,0.44
14,16,1024,0.54
14,16,2048,0.75
14,16,4096,1.19
14,16,8192,2.03
14,16,16384,3.15
14,16,32768,4.94
14,16,65536,8.34
14,16,131072,14.82
14,16,262144,17.42
14,16,524288,32.81
14,16,1048576,67.31
14,18,1,0.21
14,18,2,0.22
14,18,4,0.21
14,18,8,0.2
14,18,16,0.2
14,18,32,0.24
14,18,64,0.23
14,18,128,0.32
14,18,256,0.36
14,18,512,0.43
14,18,1024,0.54
14,18,2048,0.75
14,18,4096,1.2
14,18,8192,2.03
14,18,16384,3.15
14,18,32768,4.98
14,18,65536,8.44
14,18,131072,15.04
14,18,262144,17.71
14,18,524288,33.3
14,18,1048576,68.79
14,20,1,0.2
14,20,2,0.19
14,20,4,0.19
14,20,8,0.19
14,20,16,0.19
14,20,32,0.24
14,20,64,0.23
14,20,128,0.33
14,20,256,0.36
14,20,512,0.44
14,20,1024,0.55
14,20,2048,0.75
14,20,4096,1.21
14,20,8192,2.04
14,20,16384,3.2
14,20,32768,4.99
14,20,65536,8.44
14,20,131072,15.13
14,20,262144,17.71
14,20,524288,33.11
14,20,1048576,68.77
14,22,1,0.19
14,22,2,0.18
14,22,4,0.18
14,22,8,0.18
14,22,16,0.18
14,22,32,0.23
14,22,64,0.22
14,22,128,0.32
14,22,256,0.36
14,22,512,0.43
14,22,1024,0.54
14,22,2048,0.75
14,22,4096,1.19
14,22,8192,2.01
14,22,16384,3.14
14,22,32768,4.93
14,22,65536,8.31
14,22,131072,14.8
14,22,262144,17.39
14,22,524288,32.41
14,22,1048576,68.43
16,16,1,4031.98
16,16,2,4030.18
16,16,4,4042.38
16,16,8,4042.78
16,16,16,4037.78
16,16,32,4041.18
16,16,64,4041.58
16,16,128,4043.78
16,16,256,4042.38
16,16,512,4040.58
16,16,1024,4039.18
16,16,2048,4035.78
16,16,4096,4038.98
16,16,8192,4039.03
16,16,16384,4020.98
16,16,32768,4030.98
16,16,65536,4029.99
16,16,131072,4039.48
16,16,262144,4068.48
16,16,524288,4019.97
16,16,1048576,4022.96
16,18,1,0.2
16,18,2,0.2
16,18,4,0.2
16,18,8,0.2
16,18,16,0.2
16,18,32,0.24
16,18,64,0.23
16,18,128,0.32
16,18,256,0.37
16,18,512,0.42
16,18,1024,0.54
16,18,2048,0.75
16,18,4096,1.21
16,18,8192,2.02
16,18,16384,3.12
16,18,32768,4.96
16,18,65536,8.37
16,18,131072,15.1
16,18,262144,17.5
16,18,524288,32.94
16,18,1048576,68.49
16,20,1,0.19
16,20,2,0.18
16,20,4,0.18
16,20,8,0.18
16,20,16,0.18
16,20,32,0.23
16,20,64,0.22
16,20,128,0.32
16,20,256,0.35
16,20,512,0.43
16,20,1024,0.53
16,20,2048,0.75
16,20,4096,1.2
16,20,8192,2.03
16,20,16384,3.32
16,20,32768,5.05
16,20,65536,8.6
16,20,131072,15.31
16,20,262144,17.6
16,20,524288,32.93
16,20,1048576,68.2
16,22,1,0.21
16,22,2,0.21
16,22,4,0.21
16,22,8,0.2
16,22,16,0.2
16,22,32,0.24
16,22,64,0.23
16,22,128,0.33
16,22,256,0.36
16,22,512,0.43
16,22,1024,0.54
16,22,2048,0.74
16,22,4096,1.21
16,22,8192,2.01
16,22,16384,3.11
16,22,32768,4.92
16,22,65536,8.28
16,22,131072,14.68
16,22,262144,17.25
16,22,524288,32.25
16,22,1048576,68.32
18,18,1,4047.13
18,18,2,4036.38
18,18,4,4039.18
18,18,8,4045.23
18,18,16,4037.33
18,18,32,4042.18
18,18,64,4030.38
18,18,128,4033.38
18,18,256,4035.03
18,18,512,4043.18
18,18,1024,4028.93
18,18,2048,4036.63
18,18,4096,4032.18
18,18,8192,4045.13
18,18,16384,4035.98
18,18,32768,4020.98
18,18,65536,4065.99
18,18,131072,4031.98
18,18,262144,4039.48
18,18,524288,4044.47
18,18,1048576,4027.46
18,20,1,0.21
18,20,2,0.2
18,20,4,0.2
18,20,8,0.2
18,20,16,0.19
18,20,32,0.24
18,20,64,0.23
18,20,128,0.34
18,20,256,0.38
18,20,512,0.44
18,20,1024,0.55
18,20,2048,0.76
18,20,4096,1.21
18,20,8192,2.04
18,20,16384,3.17
18,20,32768,5.0
18,20,65536,8.43
18,20,131072,15.06
18,20,262144,17.67
18,20,524288,33.17
18,20,1048576,69.65
18,22,1,0.2
18,22,2,0.19
18,22,4,0.19
18,22,8,0.19
18,22,16,0.19
18,22,32,0.23
18,22,64,0.22
18,22,128,0.32
18,22,256,0.37
18,22,512,0.44
18,22,1024,0.54
18,22,2048,0.74
18,22,4096,1.19
18,22,8192,2.02
18,22,16384,3.15
18,22,32768,4.95
18,22,65536,8.33
18,22,131072,14.84
18,22,262144,17.42
18,22,524288,32.83
18,22,1048576,69.66
20,20,1,4019.58
20,20,2,4038.43
20,20,4,4041.13
20,20,8,4040.58
20,20,16,4036.78
20,20,32,4031.58
20,20,64,4037.18
20,20,128,4044.98
20,20,256,4035.58
20,20,512,4043.38
20,20,1024,4041.63
20,20,2048,4044.78
20,20,4096,4038.58
20,20,8192,4039.78
20,20,16384,4025.48
20,20,32768,4049.98
20,20,65536,4050.0
20,20,131072,4017.98
20,20,262144,4031.97
20,20,524288,4025.46
20,20,1048576,4031.46
20,22,1,0.2
20,22,2,0.19
20,22,4,0.19
20,22,8,0.18
20,22,16,0.19
20,22,32,0.23
20,22,64,0.23
20,22,128,0.32
20,22,256,0.36
20,22,512,0.44
20,22,1024,0.53
20,22,2048,0.75
20,22,4096,1.19
20,22,8192,2.01
20,22,16384,3.15
20,22,32768,4.93
20,22,65536,8.32
20,22,131072,14.83
20,22,262144,17.6
20,22,524288,32.83
20,22,1048576,68.07
22,22,1,4008.13
22,22,2,4033.38
22,22,4,4031.73
22,22,8,4035.58
22,22,16,4050.43
22,22,32,4031.33
22,22,64,4032.98
22,22,128,4031.23
22,22,256,4047.38
22,22,512,4042.08
22,22,1024,3987.33
22,22,2048,4030.28
22,22,4096,4044.63
