Core_1,Core_2,Message_Size,Latency
6,9,4096,1.2
6,9,8192,2.03
6,9,16384,3.16
6,9,32768,4.97
6,9,65536,8.37
6,9,131072,14.9
6,9,262144,17.2
6,9,524288,32.21
6,9,1048576,67.64
6,10,1,0.2
6,10,2,0.2
6,10,4,0.19
6,10,8,0.19
6,10,16,0.19
6,10,32,0.23
6,10,64,0.23
6,10,128,0.32
6,10,256,0.36
6,10,512,0.43
6,10,1024,0.54
6,10,2048,0.75
6,10,4096,1.19
6,10,8192,2.02
6,10,16384,3.15
6,10,32768,4.92
6,10,65536,8.31
6,10,131072,14.82
6,10,262144,17.08
6,10,524288,32.17
6,10,1048576,67.73
6,11,1,0.21
6,11,2,0.21
6,11,4,0.21
6,11,8,0.21
6,11,16,0.21
6,11,32,0.25
6,11,64,0.24
6,11,128,0.33
6,11,256,0.37
6,11,512,0.44
6,11,1024,0.54
6,11,2048,0.75
6,11,4096,1.19
6,11,8192,2.02
6,11,16384,3.15
6,11,32768,4.99
6,11,65536,8.33
6,11,131072,14.84
6,11,262144,17.3
6,11,524288,32.31
6,11,1048576,66.75
6,12,1,0.46
6,12,2,0.44
6,12,4,0.43
6,12,8,0.42
6,12,16,0.41
6,12,32,0.56
6,12,64,0.55
6,12,128,1.0
6,12,256,1.09
6,12,512,1.27
6,12,1024,1.46
6,12,2048,1.99
6,12,4096,2.78
6,12,8192,4.35
6,12,16384,7.12
6,12,32768,12.21
6,12,65536,22.21
6,12,131072,42.5
6,12,262144,18.44
6,12,524288,33.76
6,12,1048576,71.14
6,13,1,0.45
6,13,2,0.43
6,13,4,0.42
6,13,8,0.41
6,13,16,0.41
6,13,32,0.57
6,13,64,0.56
6,13,128,0.99
6,13,256,1.09
6,13,512,1.26
6,13,1024,1.46
6,13,2048,2.0
6,13,4096,2.8
6,13,8192,4.36
6,13,16384,7.12
6,13,32768,12.21
6,13,65536,22.18
6,13,131072,42.31
6,13,262144,18.01
6,13,524288,33.36
6,13,1048576,68.87
6,14,1,0.47
6,14,2,0.46
6,14,4,0.44
6,14,8,0.43
6,14,16,0.41
6,14,32,0.56
6,14,64,0.56
6,14,128,0.99
6,14,256,1.1
6,14,512,1.27
6,14,1024,1.45
6,14,2048,1.99
6,14,4096,2.78
6,14,8192,4.33
6,14,16384,7.1
6,14,32768,12.1
6,14,65536,21.94
6,14,131072,41.65
6,14,262144,18.05
6,14,524288,33.46
6,14,1048576,71.39
6,15,1,0.43
6,15,2,0.42
6,15,4,0.42
6,15,8,0.41
6,15,16,0.4
6,15,32,0.55
6,15,64,0.55
6,15,128,0.97
6,15,256,1.06
6,15,512,1.24
6,15,1024,1.47
6,15,2048,1.99
6,15,4096,2.8
6,15,8192,4.36
6,15,16384,7.11
6,15,32768,12.13
6,15,65536,22.09
6,15,131072,42.22
6,15,262144,18.11
6,15,524288,33.41
6,15,1048576,69.91
6,16,1,0.41
6,16,2,0.4
6,16,4,0.4
6,16,8,0.4
6,16,16,0.4
6,16,32,0.58
6,16,64,0.53
6,16,128,0.91
6,16,256,1.0
6,16,512,1.2
6,16,1024,1.36
6,16,2048,1.67
6,16,4096,2.46
6,16,8192,3.73
6,16,16384,5.76
6,16,32768,9.77
6,16,65536,17.67
6,16,131072,33.59
6,16,262144,18.24
6,16,524288,33.37
6,16,1048576,69.83
6,17,1,0.46
6,17,2,0.44
6,17,4,0.42
6,17,8,0.41
6,17,16,0.41
6,17,32,0.56
6,17,64,0.55
6,17,128,0.96
6,17,256,1.03
6,17,512,1.2
6,17,1024,1.45
6,17,2048,1.98
6,17,4096,2.78
6,17,8192,4.31
6,17,16384,7.02
6,17,32768,12.01
6,17,65536,21.8
6,17,131072,41.71
6,17,262144,18.02
6,17,524288,33.07
6,17,1048576,68.5
6,18,1,0.41
6,18,2,0.4
6,18,4,0.4
6,18,8,0.39
6,18,16,0.4
6,18,32,0.55
6,18,64,0.55
6,18,128,0.93
6,18,256,1.06
6,18,512,1.24
6,18,1024,1.44
6,18,2048,1.98
6,18,4096,2.78
6,18,8192,4.36
6,18,16384,7.11
6,18,32768,12.14
6,18,65536,22.22
6,18,131072,42.2
6,18,262144,18.31
6,18,524288,33.56
6,18,1048576,70.54
6,19,1,0.45
6,19,2,0.45
6,19,4,0.44
6,19,8,0.43
6,19,16,0.42
6,19,32,0.57
6,19,64,0.56
6,19,128,0.98
6,19,256,1.07
6,19,512,1.26
6,19,1024,1.47
6,19,2048,2.0
6,19,4096,2.81
6,19,8192,4.36
6,19,16384,7.15
6,19,32768,12.18
6,19,65536,22.16
6,19,131072,41.41
6,19,262144,18.29
6,19,524288,33.73
6,19,1048576,70.1
6,20,1,0.42
6,20,2,0.41
6,20,4,0.4
6,20,8,0.4
6,20,16,0.4
6,20,32,0.56
6,20,64,0.55
6,20,128,1.0
6,20,256,1.1
6,20,512,1.27
6,20,1024,1.45
6,20,2048,1.99
6,20,4096,2.77
6,20,8192,4.36
6,20,16384,7.13
6,20,32768,12.13
6,20,65536,22.1
6,20,131072,41.39
6,20,262144,18.39
6,20,524288,33.67
6,20,1048576,69.61
6,21,1,0.43
6,21,2,0.43
6,21,4,0.42
6,21,8,0.41
6,21,16,0.4
6,21,32,0.55
6,21,64,0.54
6,21,128,0.94
6,21,256,1.04
6,21,512,1.23
6,21,1024,1.45
6,21,2048,1.99
6,21,4096,2.79
6,21,8192,4.34
6,21,16384,7.13
6,21,32768,12.07
6,21,65536,21.99
6,21,131072,41.67
6,21,262144,18.3
6,21,524288,33.34
6,21,1048576,69.51
6,22,1,0.48
6,22,2,0.46
6,22,4,0.44
6,22,8,0.42
6,22,16,0.41
6,22,32,0.56
6,22,64,0.54
6,22,128,0.95
6,22,256,1.07
6,22,512,1.25
6,22,1024,1.45
6,22,2048,1.98
6,22,4096,2.77
6,22,8192,4.33
6,22,16384,7.08
6,22,32768,12.15
6,22,65536,22.03
6,22,131072,41.82
6,22,262144,17.95
6,22,524288,33.14
6,22,1048576,67.85
6,23,1,0.44
6,23,2,0.43
6,23,4,0.42
6,23,8,0.41
6,23,16,0.4
6,23,32,0.55
6,23,64,0.54
6,23,128,0.95
6,23,256,1.0
6,23,512,1.22
6,23,1024,1.44
6,23,2048,1.97
6,23,4096,2.76
6,23,8192,4.31
6,23,16384,7.04
6,23,32768,11.98
6,23,65536,21.8
6,23,131072,41.25
6,23,262144,17.99
6,23,524288,33.34
6,23,1048576,67.86
7,8,1,0.21
7,8,2,0.21
7,8,4,0.21
7,8,8,0.21
7,8,16,0.21
7,8,32,0.25
7,8,64,0.24
7,8,128,0.34
7,8,256,0.37
7,8,512,0.45
7,8,1024,0.55
7,8,2048,0.75
7,8,4096,1.21
7,8,8192,2.04
7,8,16384,3.17
7,8,32768,5.0
7,8,65536,8.44
7,8,131072,15.03
7,8,262144,17.51
7,8,524288,32.65
7,8,1048576,68.05
7,9,1,0.2
7,9,2,0.19
7,9,4,0.19
7,9,8,0.19
7,9,16,0.19
7,9,32,0.23
7,9,64,0.23
7,9,128,0.34
7,9,256,0.38
7,9,512,0.43
7,9,1024,0.54
7,9,2048,0.75
7,9,4096,1.2
7,9,8192,2.03
7,9,16384,3.16
7,9,32768,4.95
7,9,65536,8.38
7,9,131072,14.9
7,9,262144,17.26
7,9,524288,32.3
7,9,1048576,67.15
7,10,1,0.2
7,10,2,0.19
7,10,4,0.19
7,10,8,0.19
7,10,16,0.19
7,10,32,0.23
7,10,64,0.23
7,10,128,0.33
7,10,256,0.38
7,10,512,0.44
7,10,1024,0.54
7,10,2048,0.75
7,10,4096,1.2
7,10,8192,2.02
7,10,16384,3.13
7,10,32768,4.92
7,10,65536,8.32
7,10,131072,14.85
7,10,262144,17.23
7,10,524288,32.14
7,10,1048576,66.98
7,11,1,0.19
7,11,2,0.19
7,11,4,0.19
7,11,8,0.19
7,11,16,0.19
7,11,32,0.23
7,11,64,0.22
7,11,128,0.31
7,11,256,0.35
7,11,512,0.43
7,11,1024,0.53
7,11,2048,0.75
7,11,4096,1.19
7,11,8192,2.03
7,11,16384,3.14
7,11,32768,4.93
7,11,65536,8.34
7,11,131072,14.84
7,11,262144,17.11
7,11,524288,32.12
7,11,1048576,67.44
7,12,1,0.41
7,12,2,0.41
7,12,4,0.41
7,12,8,0.4
7,12,16,0.41
7,12,32,0.59
7,12,64,0.53
7,12,128,0.88
7,12,256,0.96
7,12,512,1.17
7,12,1024,1.37
7,12,2048,1.67
7,12,4096,2.47
7,12,8192,3.76
7,12,16384,5.83
7,12,32768,9.84
7,12,65536,17.82
7,12,131072,33.74
7,12,262144,18.46
7,12,524288,34.0
7,12,1048576,70.75
7,13,1,0.48
7,13,2,0.46
7,13,4,0.44
7,13,8,0.42
7,13,16,0.41
7,13,32,0.57
7,13,64,0.56
7,13,128,0.99
7,13,256,1.07
7,13,512,1.26
7,13,1024,1.47
7,13,2048,2.0
7,13,4096,2.84
7,13,8192,4.38
7,13,16384,7.13
7,13,32768,12.2
7,13,65536,22.2
7,13,131072,42.17
7,13,262144,18.06
7,13,524288,33.8
7,13,1048576,71.83
7,14,1,0.47
7,14,2,0.45
7,14,4,0.43
7,14,8,0.42
7,14,16,0.41
7,14,32,0.6
7,14,64,0.52
7,14,128,0.87
7,14,256,0.94
7,14,512,1.18
7,14,1024,1.36
7,14,2048,1.67
7,14,4096,2.47
7,14,8192,3.75
7,14,16384,5.81
7,14,32768,9.81
7,14,65536,17.8
7,14,131072,33.86
7,14,262144,18.35
7,14,524288,33.95
7,14,1048576,70.14
7,15,1,0.41
7,15,2,0.41
7,15,4,0.41
7,15,8,0.41
7,15,16,0.41
7,15,32,0.57
7,15,64,0.55
7,15,128,1.01
7,15,256,1.11
7,15,512,1.27
7,15,1024,1.47
7,15,2048,2.0
7,15,4096,2.83
7,15,8192,4.37
7,15,16384,7.16
7,15,32768,12.17
7,15,65536,22.22
7,15,131072,42.28
7,15,262144,18.36
7,15,524288,33.51
7,15,1048576,68.2
7,16,1,0.43
7,16,2,0.42
7,16,4,0.42
7,16,8,0.41
7,16,16,0.41
7,16,32,0.56
7,16,64,0.55
7,16,128,0.96
7,16,256,1.07
7,16,512,1.27
7,16,1024,1.46
7,16,2048,1.99
7,16,4096,2.81
7,16,8192,4.35
7,16,16384,7.1
7,16,32768,12.09
7,16,65536,22.08
7,16,131072,42.08
7,16,262144,18.06
7,16,524288,33.32
7,16,1048576,69.59
7,17,1,0.47
7,17,2,0.46
7,17,4,0.44
7,17,8,0.42
7,17,16,0.41
7,17,32,0.57
7,17,64,0.55
7,17,128,0.97
7,17,256,1.07
7,17,512,1.27
7,17,1024,1.47
7,17,2048,1.99
7,17,4096,2.81
7,17,8192,4.34
7,17,16384,7.1
7,17,32768,12.06
7,17,65536,22.03
7,17,131072,41.58
7,17,262144,18.11
7,17,524288,33.25
7,17,1048576,69.75
7,18,1,0.48
7,18,2,0.45
7,18,4,0.43
7,18,8,0.42
7,18,16,0.41
7,18,32,0.56
7,18,64,0.55
7,18,128,0.96
7,18,256,1.07
7,18,512,1.27
7,18,1024,1.48
7,18,2048,1.99
7,18,4096,2.8
7,18,8192,4.35
7,18,16384,7.08
7,18,32768,12.03
7,18,65536,21.89
7,18,131072,41.37
7,18,262144,18.43
7,18,524288,33.72
7,18,1048576,69.96
7,19,1,0.42
7,19,2,0.41
7,19,4,0.4
7,19,8,0.4
7,19,16,0.4
7,19,32,0.57
7,19,64,0.55
7,19,128,0.94
7,19,256,1.02
7,19,512,1.25
7,19,1024,1.46
7,19,2048,2.01
7,19,4096,2.84
7,19,8192,4.38
7,19,16384,7.16
7,19,32768,12.22
7,19,65536,22.24
7,19,131072,42.37
7,19,262144,22.34
7,19,524288,33.76
7,19,1048576,70.27
7,20,1,0.43
7,20,2,0.42
7,20,4,0.41
7,20,8,0.4
7,20,16,0.4
7,20,32,0.56
7,20,64,0.55
7,20,128,0.95
7,20,256,1.04
7,20,512,1.25
7,20,1024,1.47
7,20,2048,2.0
7,20,4096,2.81
7,20,8192,4.37
7,20,16384,7.13
7,20,32768,12.25
7,20,65536,22.26
7,20,131072,42.55
7,20,262144,18.31
7,20,524288,33.47
7,20,1048576,70.11
7,21,1,0.47
7,21,2,0.45
7,21,4,0.44
7,21,8,0.42
7,21,16,0.41
7,21,32,0.57
7,21,64,0.55
7,21,128,0.95
7,21,256,1.02
7,21,512,1.24
7,21,1024,1.48
7,21,2048,2.0
7,21,4096,2.82
7,21,8192,4.37
7,21,16384,7.14
7,21,32768,12.16
7,21,65536,22.16
7,21,131072,42.14
7,21,262144,18.22
7,21,524288,33.61
7,21,1048576,68.69
7,22,1,0.42
7,22,2,0.42
7,22,4,0.41
7,22,8,0.4
7,22,16,0.4
7,22,32,0.56
7,22,64,0.52
7,22,128,0.93
7,22,256,1.0
7,22,512,1.17
7,22,1024,1.36
7,22,2048,1.67
7,22,4096,2.45
7,22,8192,3.74
7,22,16384,5.77
7,22,32768,9.78
7,22,65536,17.71
7,22,131072,33.68
7,22,262144,18.09
7,22,524288,33.26
7,22,1048576,68.54
7,23,1,0.46
7,23,2,0.44
7,23,4,0.42
7,23,8,0.41
7,23,16,0.4
7,23,32,0.56
7,23,64,0.54
7,23,128,0.96
7,23,256,1.05
7,23,512,1.25
7,23,1024,1.45
7,23,2048,2.0
7,23,4096,2.81
7,23,8192,4.34
7,23,16384,7.08
7,23,32768,12.07
7,23,65536,22.02
7,23,131072,41.78
7,23,262144,18.21
7,23,524288,33.29
7,23,1048576,69.32
8,9,1,0.2
8,9,2,0.19
8,9,4,0.19
8,9,8,0.19
8,9,16,0.19
8,9,32,0.23
8,9,64,0.23
8,9,128,0.32
8,9,256,0.36
8,9,512,0.44
8,9,1024,0.55
8,9,2048,0.76
8,9,4096,1.2
8,9,8192,2.05
8,9,16384,3.2
8,9,32768,5.08
8,9,65536,8.6
8,9,131072,15.4
8,9,262144,17.21
8,9,524288,32.65
8,9,1048576,68.21
8,10,1,0.21
8,10,2,0.2
8,10,4,0.2
8,10,8,0.2
8,10,16,0.19
8,10,32,0.24
8,10,64,0.23
8,10,128,0.33
8,10,256,0.36
8,10,512,0.43
8,10,1024,0.55
8,10,2048,0.75
8,10,4096,1.2
8,10,8192,2.02
8,10,16384,3.14
8,10,32768,4.95
8,10,65536,8.35
8,10,131072,14.9
8,10,262144,17.4
8,10,524288,32.69
8,10,1048576,68.11
8,11,1,0.19
8,11,2,0.19
8,11,4,0.19
8,11,8,0.19
8,11,16,0.19
8,11,32,0.23
8,11,64,0.23
8,11,128,0.32
8,11,256,0.35
8,11,512,0.43
8,11,1024,0.54
8,11,2048,0.75
8,11,4096,1.2
8,11,8192,2.02
8,11,16384,3.15
8,11,32768,4.94
8,11,65536,8.37
8,11,131072,14.92
8,11,262144,17.24
8,11,524288,32.32
8,11,1048576,68.04
8,12,1,0.49
8,12,2,0.46
8,12,4,0.44
8,12,8,0.42
8,12,16,0.41
8,12,32,0.55
8,12,64,0.54
8,12,128,0.96
8,12,256,1.03
8,12,512,1.27
8,12,1024,1.47
8,12,2048,1.99
8,12,4096,2.79
8,12,8192,4.34
8,12,16384,7.11
8,12,32768,12.15
8,12,65536,22.23
8,12,131072,42.26
8,12,262144,18.37
8,12,524288,33.87
8,12,1048576,71.74
8,13,1,0.44
8,13,2,0.42
8,13,4,0.42
8,13,8,0.41
8,13,16,0.41
8,13,32,0.56
8,13,64,0.52
8,13,128,0.89
8,13,256,0.99
8,13,512,1.19
8,13,1024,1.37
8,13,2048,1.68
8,13,4096,2.48
8,13,8192,3.76
8,13,16384,5.82
8,13,32768,9.85
8,13,65536,17.88
8,13,131072,34.06
8,13,262144,18.4
8,13,524288,33.95
8,13,1048576,69.6
8,14,1,0.5
8,14,2,0.47
8,14,4,0.44
8,14,8,0.42
8,14,16,0.41
8,14,32,0.56
8,14,64,0.54
8,14,128,0.99
8,14,256,1.02
8,14,512,1.26
8,14,1024,1.47
8,14,2048,1.99
8,14,4096,2.79
8,14,8192,4.35
8,14,16384,7.1
8,14,32768,12.06
8,14,65536,21.81
8,14,131072,41.16
8,14,262144,18.29
8,14,524288,33.6
8,14,1048576,69.72
8,15,1,0.4
8,15,2,0.4
8,15,4,0.4
8,15,8,0.4
8,15,16,0.4
8,15,32,0.57
8,15,64,0.55
8,15,128,0.96
8,15,256,1.08
8,15,512,1.26
8,15,1024,1.45
8,15,2048,2.0
8,15,4096,2.8
8,15,8192,4.36
8,15,16384,7.13
8,15,32768,12.16
8,15,65536,22.18
8,15,131072,42.11
8,15,262144,19.25
8,15,524288,34.29
8,15,1048576,69.91
8,16,1,0.49
8,16,2,0.46
8,16,4,0.44
8,16,8,0.42
8,16,16,0.42
8,16,32,0.58
8,16,64,0.53
8,16,128,0.95
8,16,256,1.04
8,16,512,1.19
8,16,1024,1.37
8,16,2048,1.68
8,16,4096,2.48
8,16,8192,3.73
8,16,16384,5.8
8,16,32768,9.77
8,16,65536,17.65
8,16,131072,33.5
8,16,262144,18.42
8,16,524288,33.99
8,16,1048576,71.32
8,17,1,0.45
8,17,2,0.45
8,17,4,0.42
8,17,8,0.41
8,17,16,0.41
8,17,32,0.56
8,17,64,0.54
8,17,128,0.95
8,17,256,1.04
8,17,512,1.26
8,17,1024,1.46
8,17,2048,1.99
8,17,4096,2.79
8,17,8192,4.36
8,17,16384,7.13
8,17,32768,12.11
8,17,65536,22.01
8,17,131072,41.89
8,17,262144,18.19
8,17,524288,33.26
8,17,1048576,69.55
8,18,1,0.44
8,18,2,0.43
8,18,4,0.42
8,18,8,0.41
8,18,16,0.4
8,18,32,0.55
8,18,64,0.54
8,18,128,0.95
8,18,256,1.05
8,18,512,1.26
8,18,1024,1.45
8,18,2048,2.0
8,18,4096,2.78
8,18,8192,4.37
8,18,16384,7.13
8,18,32768,12.2
8,18,65536,22.11
8,18,131072,42.01
8,18,262144,18.39
8,18,524288,33.85
8,18,1048576,72.2
8,19,1,0.43
8,19,2,0.41
8,19,4,0.41
8,19,8,0.41
8,19,16,0.4
8,19,32,0.56
8,19,64,0.56
8,19,128,1.0
8,19,256,1.09
8,19,512,1.27
8,19,1024,1.47
8,19,2048,2.0
8,19,4096,2.83
8,19,8192,4.36
8,19,16384,7.11
8,19,32768,12.14
8,19,65536,22.08
8,19,131072,42.13
8,19,262144,18.27
8,19,524288,34.07
8,19,1048576,71.45
8,20,1,0.41
8,20,2,0.4
8,20,4,0.41
8,20,8,0.4
8,20,16,0.4
8,20,32,0.56
8,20,64,0.55
8,20,128,0.97
8,20,256,1.05
8,20,512,1.24
8,20,1024,1.46
8,20,2048,1.99
8,20,4096,2.78
8,20,8192,4.36
8,20,16384,7.09
8,20,32768,12.11
8,20,65536,22.04
8,20,131072,42.22
8,20,262144,18.4
8,20,524288,33.95
8,20,1048576,70.29
8,21,1,0.48
8,21,2,0.45
8,21,4,0.43
8,21,8,0.42
8,21,16,0.41
8,21,32,0.56
8,21,64,0.55
8,21,128,0.96
8,21,256,1.09
8,21,512,1.27
8,21,1024,1.47
8,21,2048,2.0
8,21,4096,2.82
8,21,8192,4.37
8,21,16384,7.14
8,21,32768,12.16
8,21,65536,22.16
8,21,131072,42.27
8,21,262144,18.53
8,21,524288,33.83
8,21,1048576,70.5
8,22,1,0.47
8,22,2,0.45
8,22,4,0.44
8,22,8,0.42
8,22,16,0.41
8,22,32,0.56
8,22,64,0.55
8,22,128,0.99
8,22,256,1.08
8,22,512,1.25
8,22,1024,1.45
8,22,2048,1.99
8,22,4096,2.8
8,22,8192,4.35
8,22,16384,7.09
8,22,32768,12.08
8,22,65536,22.07
8,22,131072,42.13
8,22,262144,18.24
8,22,524288,33.31
8,22,1048576,70.69
8,23,1,0.41
8,23,2,0.4
8,23,4,0.4
8,23,8,0.4
8,23,16,0.4
8,23,32,0.55
8,23,64,0.54
8,23,128,0.96
8,23,256,1.07
8,23,512,1.26
8,23,1024,1.47
8,23,2048,1.99
8,23,4096,2.78
8,23,8192,4.36
8,23,16384,7.14
8,23,32768,12.16
8,23,65536,22.24
8,23,131072,42.57
8,23,262144,18.25
8,23,524288,33.47
8,23,1048576,68.51
9,10,1,0.21
9,10,2,0.21
9,10,4,0.2
9,10,8,0.2
9,10,16,0.2
9,10,32,0.24
9,10,64,0.24
9,10,128,0.34
9,10,256,0.37
9,10,512,0.43
9,10,1024,0.54
9,10,2048,0.75
9,10,4096,1.2
9,10,8192,2.02
9,10,16384,3.14
9,10,32768,4.93
9,10,65536,8.29
9,10,131072,14.76
9,10,262144,17.27
9,10,524288,31.98
9,10,1048576,66.92
9,11,1,0.2
9,11,2,0.2
9,11,4,0.2
9,11,8,0.2
9,11,16,0.2
9,11,32,0.24
9,11,64,0.23
9,11,128,0.32
9,11,256,0.36
9,11,512,0.42
9,11,1024,0.54
9,11,2048,0.75
9,11,4096,1.19
9,11,8192,2.02
9,11,16384,3.12
9,11,32768,4.93
9,11,65536,8.3
9,11,131072,14.78
9,11,262144,17.08
9,11,524288,32.08
9,11,1048576,67.85
9,12,1,0.43
9,12,2,0.42
9,12,4,0.42
9,12,8,0.41
9,12,16,0.41
9,12,32,0.56
9,12,64,0.55
9,12,128,0.99
9,12,256,1.1
9,12,512,1.27
9,12,1024,1.47
9,12,2048,1.99
9,12,4096,2.79
9,12,8192,4.35
9,12,16384,7.12
9,12,32768,12.11
9,12,65536,22.08
9,12,131072,41.62
9,12,262144,18.29
9,12,524288,33.46
9,12,1048576,69.27
9,13,1,0.46
9,13,2,0.4
9,13,4,0.41
9,13,8,0.4
9,13,16,0.41
9,13,32,0.59
9,13,64,0.53
9,13,128,0.89
9,13,256,1.03
9,13,512,1.21
9,13,1024,1.38
9,13,2048,1.69
9,13,4096,2.47
9,13,8192,3.74
9,13,16384,5.8
9,13,32768,9.77
9,13,65536,17.69
9,13,131072,33.61
9,13,262144,18.18
9,13,524288,33.4
9,13,1048576,68.78
9,14,1,0.46
9,14,2,0.41
9,14,4,0.41
9,14,8,0.4
9,14,16,0.4
9,14,32,0.56
9,14,64,0.56
9,14,128,0.98
9,14,256,1.07
9,14,512,1.28
9,14,1024,1.46
9,14,2048,2.0
9,14,4096,2.8
9,14,8192,4.35
9,14,16384,7.09
9,14,32768,12.11
9,14,65536,22.1
9,14,131072,42.02
9,14,262144,18.34
9,14,524288,33.24
9,14,1048576,68.93
9,15,1,0.44
9,15,2,0.43
9,15,4,0.43
9,15,8,0.42
9,15,16,0.41
9,15,32,0.57
9,15,64,0.55
9,15,128,0.98
9,15,256,1.09
9,15,512,1.26
9,15,1024,1.46
9,15,2048,2.01
9,15,4096,2.81
9,15,8192,4.36
9,15,16384,7.1
9,15,32768,12.12
9,15,65536,22.13
9,15,131072,42.13
9,15,262144,18.19
9,15,524288,33.44
9,15,1048576,69.3
9,16,1,0.47
9,16,2,0.46
9,16,4,0.44
9,16,8,0.43
9,16,16,0.42
9,16,32,0.57
9,16,64,0.55
9,16,128,0.96
9,16,256,1.05
9,16,512,1.24
9,16,1024,1.46
9,16,2048,1.99
9,16,4096,2.8
9,16,8192,4.34
9,16,16384,7.06
9,16,32768,12.08
9,16,65536,22.02
9,16,131072,41.9
9,16,262144,17.95
9,16,524288,33.17
9,16,1048576,68.1
9,17,1,0.48
9,17,2,0.47
9,17,4,0.45
9,17,8,0.43
9,17,16,0.41
9,17,32,0.57
9,17,64,0.55
9,17,128,0.97
9,17,256,1.09
9,17,512,1.26
9,17,1024,1.46
9,17,2048,1.99
9,17,4096,2.79
9,17,8192,4.34
9,17,16384,7.06
9,17,32768,11.86
9,17,65536,21.47
9,17,131072,40.47
9,17,262144,18.02
9,17,524288,33.18
9,17,1048576,69.64
9,18,1,0.42
9,18,2,0.41
9,18,4,0.41
9,18,8,0.41
9,18,16,0.41
9,18,32,0.57
9,18,64,0.55
9,18,128,0.98
9,18,256,1.05
9,18,512,1.28
9,18,1024,1.48
9,18,2048,2.0
9,18,4096,2.79
9,18,8192,4.38
9,18,16384,7.12
9,18,32768,12.14
9,18,65536,22.11
9,18,131072,42.13
9,18,262144,18.24
9,18,524288,33.64
9,18,1048576,70.73
9,19,1,0.49
9,19,2,0.47
9,19,4,0.46
9,19,8,0.44
9,19,16,0.43
9,19,32,0.58
9,19,64,0.57
9,19,128,0.98
9,19,256,1.1
9,19,512,1.28
9,19,1024,1.48
9,19,2048,2.01
9,19,4096,2.83
9,19,8192,4.38
9,19,16384,7.14
9,19,32768,12.17
9,19,65536,22.2
9,19,131072,42.2
9,19,262144,18.22
9,19,524288,33.72
9,19,1048576,70.75
9,20,1,0.47
9,20,2,0.45
9,20,4,0.44
9,20,8,0.42
9,20,16,0.41
9,20,32,0.56
9,20,64,0.55
9,20,128,0.96
9,20,256,1.09
9,20,512,1.26
9,20,1024,1.47
9,20,2048,1.99
9,20,4096,2.78
9,20,8192,4.3
9,20,16384,7.05
9,20,32768,11.87
9,20,65536,21.35
9,20,131072,39.08
9,20,262144,18.36
9,20,524288,33.42
9,20,1048576,68.7
9,21,1,0.41
9,21,2,0.4
9,21,4,0.4
9,21,8,0.4
9,21,16,0.4
9,21,32,0.57
9,21,64,0.53
9,21,128,0.88
9,21,256,0.97
9,21,512,1.18
9,21,1024,1.37
9,21,2048,1.69
9,21,4096,2.47
9,21,8192,3.74
9,21,16384,5.78
9,21,32768,9.76
9,21,65536,17.71
9,21,131072,33.45
9,21,262144,18.23
9,21,524288,33.56
9,21,1048576,70.9
9,22,1,0.48
9,22,2,0.46
9,22,4,0.43
9,22,8,0.42
9,22,16,0.41
9,22,32,0.56
9,22,64,0.56
9,22,128,0.96
9,22,256,1.09
9,22,512,1.26
9,22,1024,1.46
9,22,2048,1.98
9,22,4096,2.78
9,22,8192,4.34
9,22,16384,7.08
9,22,32768,12.13
9,22,65536,21.79
9,22,131072,41.05
9,22,262144,17.98
9,22,524288,32.97
9,22,1048576,70.66
9,23,1,0.45
9,23,2,0.43
9,23,4,0.42
9,23,8,0.42
9,23,16,0.41
9,23,32,0.56
9,23,64,0.55
9,23,128,0.93
9,23,256,1.03
9,23,512,1.2
9,23,1024,1.46
9,23,2048,1.99
9,23,4096,2.8
9,23,8192,4.35
9,23,16384,7.09
9,23,32768,12.09
9,23,65536,22.09
9,23,131072,42.07
9,23,262144,18.03
9,23,524288,33.06
9,23,1048576,68.46
10,11,1,0.19
10,11,2,0.19
10,11,4,0.19
10,11,8,0.19
10,11,16,0.19
10,11,32,0.23
10,11,64,0.23
10,11,128,0.32
10,11,256,0.35
10,11,512,0.42
10,11,1024,0.53
10,11,2048,0.74
10,11,4096,1.19
10,11,8192,2.01
10,11,16384,3.11
10,11,32768,4.9
10,11,65536,8.24
10,11,131072,14.71
10,11,262144,16.94
10,11,524288,33.25
10,11,1048576,72.4
10,12,1,0.46
10,12,2,0.44
10,12,4,0.43
10,12,8,0.4
10,12,16,0.4
10,12,32,0.56
10,12,64,0.55
10,12,128,0.99
10,12,256,1.1
10,12,512,1.26
10,12,1024,1.47
10,12,2048,1.98
10,12,4096,2.77
10,12,8192,4.34
10,12,16384,7.08
10,12,32768,12.19
10,12,65536,22.19
10,12,131072,42.64
10,12,262144,18.01
10,12,524288,33.0
10,12,1048576,68.94
10,13,1,0.47
10,13,2,0.46
10,13,4,0.45
10,13,8,0.43
10,13,16,0.42
10,13,32,0.57
10,13,64,0.56
10,13,128,0.95
10,13,256,1.04
10,13,512,1.22
10,13,1024,1.46
10,13,2048,1.99
10,13,4096,2.8
10,13,8192,4.35
10,13,16384,7.08
10,13,32768,12.09
10,13,65536,22.09
10,13,131072,41.84
10,13,262144,17.86
10,13,524288,32.97
10,13,1048576,67.9
10,14,1,0.46
10,14,2,0.44
10,14,4,0.43
10,14,8,0.42
10,14,16,0.41
10,14,32,0.56
10,14,64,0.55
10,14,128,1.01
10,14,256,1.12
10,14,512,1.26
10,14,1024,1.45
